	Row.names	p_val	avg_logFC	pct.1	pct.2	p_val_adj	keggList..spu..	ID
5	eif4a	0.038198505	0.379106956	0.31	0.293	1	NA	NA
24561	LOC590942	0.012859336	0.377080093	0.418	0.415	1	26S proteasome non-ATPase regulatory subunit 6	spu:590942
5623	LOC105440611	0.009561442	0.376893229	0.361	0.336	1	uncharacterized protein LOC105440611	spu:105440611
17066	LOC575207	6.64E-05	0.375724882	0.449	0.377	1	C-terminal-binding protein 1 isoform X1	spu:575207
20632	LOC581822	3.71E-15	0.375456687	0.987	0.932	8.09E-11	cold shock domain-containing protein 3 isoform X1	spu:581822
25186	LOC592324	3.57E-08	0.374736142	0.829	0.823	0.000779643	uncharacterized protein LOC592324	spu:592324
24030	LOC589717	0.000521908	0.374166704	0.449	0.408	1	nuclear migration protein nudC	spu:589717
26833	LOC754059	0.012931389	0.372071691	0.272	0.223	1	uncharacterized protein LOC754059 isoform X1	spu:754059
18832	LOC578409	0.019356091	0.371685884	0.418	0.429	1	uncharacterized protein LOC578409	spu:578409
19235	LOC579174	0.00082232	0.370984845	0.253	0.177	1	CAAX prenyl protease 1 homolog	spu:579174
19858	LOC580307	0.072278455	0.370491696	0.272	0.255	1	eukaryotic peptide chain release factor GTP-binding subunit ERF3A	spu:580307
23199	LOC587717	6.70E-18	0.369748962	0.987	0.946	1.46E-13	RNA-binding protein 4.1 isoform X1	spu:587717
16761	LOC574664	0.000100533	0.369737604	0.684	0.674	1	60S ribosomal protein L15	spu:574664
20038	LOC580656	0.000675702	0.369505701	0.481	0.462	1	zinc finger protein 37	spu:580656
1917	LOC100890824	1.76E-08	0.36668841	0.43	0.242	0.000384539	RNA binding protein fox-1 homolog 3 isoform X1	spu:100890824
22284	LOC585512	0.015043911	0.365863388	0.367	0.354	1	cyclin-T1	spu:585512
19934	LOC580457	0.00735931	0.365747037	0.418	0.408	1	F-box only protein 11 isoform X1	spu:580457
19869	LOC580332	0.004193977	0.365097041	0.361	0.304	1	leucine-rich repeats and immunoglobulin-like domains protein 3	spu:580332
22031	LOC584905	0.003680272	0.365094777	0.373	0.329	1	X-ray radiation resistance-associated protein 1	spu:584905
26703	LOC753658	5.32E-05	0.363526901	0.658	0.647	1	NA	NA
23136	LOC587576	0.008336641	0.363240916	0.316	0.278	1	uncharacterized protein LOC587576	spu:587576
7965	LOC105446825	0.141855913	0.362693749	0.259	0.254	1	NA	NA
20870	LOC582258	0.045364566	0.361527759	0.348	0.356	1	sorcin isoform X2	spu:582258
7700	LOC105446174	0.013202227	0.360973711	0.354	0.337	1	NA	NA
2	Coel1	2.02E-07	0.36002315	0.797	0.817	0.004406278	NA	NA
24310	LOC590346	0.039167958	0.359533458	0.316	0.299	1	uncharacterized protein C1orf131 homolog	spu:590346
23308	LOC587978	0.000127031	0.359053734	0.544	0.489	1	nucleolin	spu:587978
24907	LOC591744	0.059182942	0.358972925	0.304	0.294	1	PR domain zinc finger protein 10 isoform X1	spu:591744
19328	LOC579345	1.32E-06	0.358937301	0.766	0.804	0.028777459	"cytochrome c oxidase subunit 5A, mitochondrial"	spu:579345
236	LOC100888092	0.017010193	0.358822426	0.253	0.208	1	CDK5 regulatory subunit-associated protein 2-like	spu:100888092
24250	LOC590208	0.025638956	0.357664104	0.323	0.305	1	F-box-like/WD repeat-containing protein TBL1XR1	spu:590208
26402	LOC752590	0.123682909	0.357620903	0.31	0.317	1	U4/U6.U5 tri-snRNP-associated protein 1	spu:752590
28321	LOC765161	0.024911692	0.357574418	0.342	0.327	1	dynamin-1 isoform X1	spu:765161
22799	LOC586718	0.068737697	0.357459422	0.31	0.3	1	eukaryotic translation initiation factor 3 subunit G isoform X2	spu:586718
18839	LOC578422	0.003586427	0.357439636	0.297	0.243	1	cactin	spu:578422
18449	LOC577721	4.20E-08	0.355672811	0.778	0.742	0.000917525	"stress-70 protein, mitochondrial"	spu:577721
22088	LOC585042	2.46E-09	0.354672413	0.861	0.837	5.36E-05	calmodulin-2/4	spu:585042
25133	LOC592209	0.166553905	0.352671778	0.297	0.305	1	ciliary-associated calcium-binding coiled-coil protein 1 isoform X1	spu:592209
26210	LOC752040	0.014450854	0.352274712	0.316	0.283	1	ankyrin repeat domain-containing protein 12 isoform X1	spu:752040
23538	LOC588563	0.008900063	0.351736956	0.278	0.233	1	cAMP-dependent protein kinase type I-alpha regulatory subunit isoform X1	spu:588563
25956	LOC594182	0.006803318	0.351720442	0.386	0.351	1	protein Jade-1	spu:594182
23686	LOC588905	0.04465348	0.351489395	0.259	0.227	1	coiled-coil domain-containing protein 6	spu:588905
22307	LOC585553	6.44E-06	0.351239424	0.734	0.748	0.14062172	RNA-binding protein with serine-rich domain 1	spu:585553
26115	LOC594639	0.00115933	0.349859715	0.614	0.669	1	S-phase kinase-associated protein 1	spu:594639
17603	LOC576192	0.027303655	0.348643432	0.361	0.348	1	NA	NA
28120	LOC764366	7.06E-05	0.348193794	0.658	0.646	1	NA	NA
17729	LOC576431	0.016974238	0.34806771	0.38	0.362	1	double-stranded RNA-specific editase 1	spu:576431
24145	LOC589961	4.94E-09	0.347273782	0.88	0.829	0.000107886	40S ribosomal protein S25	spu:589961
25303	LOC592583	0.007230789	0.346713782	0.323	0.275	1	signal recognition particle receptor subunit alpha	spu:592583
17381	LOC575783	0.007148351	0.345569008	0.31	0.267	1	uncharacterized protein LOC575783	spu:575783
21753	LOC584220	0.035281909	0.345544602	0.43	0.457	1	tubulin polyglutamylase ttll6 isoform X2	spu:584220
6	HDAC1	6.31E-05	0.345001731	0.595	0.576	1	NA	NA
24936	LOC591791	8.43E-05	0.344443821	0.671	0.646	1	trichohyalin isoform X1	spu:591791
2327	LOC100891486	0.005123892	0.344010361	0.392	0.361	1	membrane magnesium transporter 1	spu:100891486
21306	LOC583179	0.000457239	0.343797505	0.57	0.576	1	NA	NA
18500	LOC577815	7.69E-06	0.343581396	0.759	0.711	0.167867772	max-interacting protein 1 isoform X2	spu:577815
1767	LOC100890576	0.06081074	0.343178732	0.259	0.23	1	PCNA-associated factor	spu:100890576
19709	LOC580021	0.019090901	0.342465893	0.449	0.465	1	uncharacterized protein LOC580021	spu:580021
7772	LOC105446357	0.136874415	0.342242042	0.278	0.267	1	NA	NA
22374	LOC585711	0.030876926	0.340822759	0.266	0.235	1	sister chromatid cohesion protein PDS5 homolog A	spu:585711
19096	LOC578921	0.01160682	0.338408437	0.297	0.256	1	26S proteasome regulatory subunit 8	spu:578921
20180	LOC580949	0.071742567	0.335381365	0.449	0.5	1	ubiquitin-associated protein 2-like isoform X1	spu:580949
25925	LOC594083	0.047880751	0.335232508	0.373	0.378	1	putative uncharacterized protein DDB_G0271606	spu:594083
2927	LOC100892501	0.024809097	0.334984659	0.386	0.392	1	NA	NA
16740	LOC574611	0.001316247	0.334582616	0.551	0.573	1	cofilin	spu:574611
22331	LOC585599	0.022696873	0.333509964	0.418	0.434	1	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 5	spu:585599
21209	LOC582971	0.000530626	0.333413252	0.703	0.724	1	barrier-to-autointegration factor	spu:582971
18121	LOC577158	0.00209937	0.332504074	0.519	0.511	1	selenoprotein F	spu:577158
17540	LOC576089	0.015028337	0.33090653	0.38	0.359	1	PRA1 family protein 2	spu:576089
25965	LOC594202	0.032515733	0.33027796	0.354	0.346	1	serine/threonine-protein kinase TAO1	spu:594202
17084	LOC575241	0.093226161	0.328905082	0.253	0.235	1	serine/threonine-protein phosphatase 6 regulatory subunit 3 isoform X1	spu:575241
692	LOC100888845	0.01002612	0.328045434	0.468	0.472	1	ras association domain-containing protein 1 isoform X1	spu:100888845
414	LOC100888387	0.026655962	0.327029794	0.266	0.229	1	uncharacterized protein LOC100888387 isoform X1	spu:100888387
19971	LOC580525	0.127451597	0.323255722	0.278	0.276	1	alpha-soluble NSF attachment protein	spu:580525
27736	LOC763089	0.001539	0.322777154	0.519	0.468	1	hepatoma-derived growth factor-related protein 2	spu:763089
24977	LOC591869	0.016347951	0.322630304	0.329	0.296	1	protein phosphatase 1 regulatory subunit 12A isoform X1	spu:591869
27093	LOC755135	6.39E-05	0.322512304	0.747	0.769	1	NA	NA
17351	LOC575737	0.021375051	0.322080723	0.335	0.319	1	26S proteasome non-ATPase regulatory subunit 4	spu:575737
16725	LOC574574	0.0002041	0.321206356	0.715	0.754	1	LOW QUALITY PROTEIN: 60S ribosomal protein L7a	spu:574574
2607	LOC100891935	0.015411573	0.318435911	0.481	0.507	1	"histone-lysine N-methyltransferase, H3 lysine-79 specific isoform X1"	spu:100891935
1	ago1	0.016002843	0.317741066	0.316	0.285	1	NA	NA
23918	LOC589468	0.248589763	0.316243082	0.259	0.27	1	dnaJ homolog subfamily C member 8	spu:589468
20563	LOC581703	0.229336674	0.31364493	0.361	0.406	1	"NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 9, mitochondrial"	spu:581703
17919	LOC576779	0.000101746	0.310928281	0.582	0.547	1	cyclin B	spu:576779
20752	LOC582039	0.000266545	0.309561231	0.677	0.691	1	KAT8 regulatory NSL complex subunit 1 isoform X2	spu:582039
17822	LOC576611	0.006655762	0.308644903	0.443	0.419	1	axin-1 isoform X1	spu:576611
26314	LOC752338	0.154787922	0.308343281	0.285	0.286	1	serine/threonine-protein phosphatase PP1-beta catalytic subunit	spu:752338
6789	LOC105443738	0.032941168	0.306872918	0.316	0.294	1	NA	NA
18481	LOC577789	0.066503571	0.304222092	0.354	0.351	1	uncharacterized protein LOC577789 isoform X2	spu:577789
16793	LOC574714	0.188166159	0.302318568	0.266	0.265	1	adenosylhomocysteinase	spu:574714
22434	LOC585872	0.000172569	0.301432452	0.81	0.799	1	60S ribosomal protein L26 isoform X1	spu:585872
20028	LOC580638	0.132637152	0.301378316	0.278	0.274	1	splicing factor 3B subunit 2 isoform X1	spu:580638
19525	LOC579707	0.16805734	0.300991912	0.285	0.287	1	multifunctional methyltransferase subunit TRM112-like protein	spu:579707
25606	LOC593241	0.114565228	0.300991546	0.266	0.254	1	BTB/POZ domain-containing adapter for CUL3-mediated RhoA degradation protein 3	spu:593241
24756	LOC591422	0.330246451	0.300567027	0.266	0.275	1	NA	NA
26320	LOC752350	0.072425969	0.30009233	0.437	0.471	1	NA	NA
21028	LOC582590	0.000473661	0.300076093	0.684	0.683	1	LOW QUALITY PROTEIN: PHD and RING finger domain-containing protein 1	spu:582590
21472	LOC583564	0.10854107	0.29987545	0.297	0.292	1	elongin-C	spu:583564
23814	LOC589213	0.034082141	0.298321364	0.285	0.255	1	AT-rich interactive domain-containing protein 2	spu:589213
23229	LOC587789	0.009940226	0.297316561	0.43	0.428	1	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 6	spu:587789
23662	LOC588860	0.056010698	0.297162325	0.323	0.306	1	translocation protein SEC63 homolog	spu:588860
2592	LOC100891918	3.54E-05	0.296121283	0.81	0.816	0.773024579	far upstream element-binding protein 1 isoform X8	spu:100891918
7533	LOC105445719	0.020120277	0.295614143	0.513	0.526	1	histone-lysine N-methyltransferase 2A	spu:105445719
22195	LOC585298	1.35E-06	0.295353313	0.867	0.848	0.029361883	"cytochrome c oxidase subunit 6A, mitochondrial"	spu:585298
20153	LOC580900	0.001482471	0.295218694	0.601	0.638	1	protein enhancer of sevenless 2B	spu:580900
26761	LOC753847	9.85E-09	0.294605418	0.968	0.913	0.000215004	NA	NA
24898	LOC591727	0.049436561	0.294252844	0.386	0.395	1	phosphatidylinositol transfer protein alpha isoform	spu:591727
589	LOC100888674	0.113030723	0.292819348	0.386	0.389	1	uncharacterized protein LOC100888674	spu:100888674
22320	LOC585583	0.195207859	0.292579461	0.278	0.275	1	cytoskeleton-associated protein 5 isoform X1	spu:585583
20151	LOC580885	0.135993263	0.291873	0.405	0.417	1	uncharacterized protein LOC580885	spu:580885
20428	LOC581430	0.109645581	0.291606186	0.253	0.237	1	nuclear cap-binding protein subunit 2	spu:581430
27146	LOC755431	0.036810263	0.288782844	0.323	0.3	1	microtubule-associated protein futsch	spu:755431
24712	LOC591321	6.50E-05	0.288546858	0.728	0.753	1	putative ATP-dependent RNA helicase Pl10	spu:591321
16693	LOC548618	0.545810737	0.286670293	0.297	0.347	1	methionine adenosyltransferase	spu:548618
26101	LOC594594	0.139217622	0.286553281	0.348	0.36	1	arginine/serine-rich protein PNISR	spu:594594
26914	LOC754315	0.074102282	0.285846461	0.323	0.319	1	signal recognition particle 9 kDa protein	spu:754315
21952	LOC584693	0.019775891	0.285736871	0.468	0.498	1	serine/arginine-rich splicing factor RSZ21A	spu:584693
16953	LOC575016	0.404998106	0.285620633	0.259	0.273	1	uncharacterized protein LOC575016 isoform X1	spu:575016
2694	LOC100892079	0.134211764	0.284334478	0.272	0.262	1	kinesin-like protein KIFC3	spu:100892079
25524	LOC593057	0.061161035	0.281660522	0.361	0.36	1	cytoplasmic dynein 1 heavy chain 1	spu:593057
23822	LOC589233	0.298604307	0.281034381	0.297	0.316	1	vasculin	spu:589233
23025	LOC587294	3.76E-05	0.278910919	0.766	0.752	0.82122338	NHP2-like protein 1	spu:587294
25905	LOC594026	0.321333188	0.278416416	0.354	0.398	1	structural maintenance of chromosomes protein 3	spu:594026
19197	LOC579108	0.569216747	0.276282178	0.272	0.299	1	serine/arginine repetitive matrix protein 2	spu:579108
22927	LOC587016	0.081471963	0.272210357	0.418	0.448	1	ubiquitin-conjugating enzyme E2 2	spu:587016
25739	LOC593605	0.378462471	0.269604973	0.278	0.298	1	ribosome biogenesis protein NOP53	spu:593605
19801	LOC580191	0.067668787	0.268392832	0.392	0.4	1	src kinase-associated phosphoprotein 2-A	spu:580191
22875	LOC586889	7.36E-05	0.265010493	0.861	0.852	1	flotillin-1	spu:586889
19150	LOC579027	0.000391427	0.263865194	0.854	0.851	1	msx2-interacting protein isoform X1	spu:579027
25143	LOC592234	0.194202775	0.26307806	0.304	0.318	1	uncharacterized protein C19orf47 homolog isoform X2	spu:592234
17011	LOC575125	6.96E-11	0.262957362	1	0.955	1.52E-06	heterogeneous nuclear ribonucleoprotein A3 homolog 2 isoform X5	spu:575125
19429	LOC579536	0.192478326	0.262451758	0.259	0.256	1	NA	NA
23099	LOC587480	0.433717314	0.262022221	0.348	0.411	1	gelsolin-like protein 1	spu:587480
23484	LOC588430	0.225510461	0.261508053	0.304	0.313	1	"type 2 phosphatidylinositol 4,5-bisphosphate 4-phosphatase"	spu:588430
18415	LOC577663	0.169065076	0.260587272	0.329	0.34	1	gelsolin-like protein 2	spu:577663
16480	LOC373208	0.772891136	0.259632475	0.247	0.276	1	calmodulin-binding carboxy-terminal kinesin isoform X1	spu:373208
20116	LOC580820	0.264467077	0.259366625	0.31	0.327	1	transcription initiation factor TFIID subunit 3	spu:580820
28268	LOC764890	0.564846503	0.25898008	0.297	0.332	1	coiled-coil domain-containing protein 60	spu:764890
18786	LOC578329	0.014476177	0.256712105	0.437	0.426	1	E3 ubiquitin-protein ligase TRIP12	spu:578329
16629	LOC373484	1.13E-11	0.256143743	0.994	0.968	2.48E-07	thymosin beta	spu:373484
22486	LOC585998	0.286751714	0.254154259	0.329	0.357	1	LOW QUALITY PROTEIN: peregrin	spu:585998
21004	LOC582526	0.001671646	0.25265934	0.646	0.633	1	AN1-type zinc finger protein 6	spu:582526
21604	LOC583848	0.129538854	0.252461354	0.285	0.276	1	tripeptidyl-peptidase 2 isoform X1	spu:583848
