	Row.names	p_val	avg_logFC	pct.1	pct.2	p_val_adj	keggList..spu..	ID
25260	LOC592455	0.001034544	0.370372263	0.282	0.174	1	signal recognition particle subunit SRP72	spu:592455
25619	LOC593241	0.000162776	0.370363141	0.704	0.668	1	BTB/POZ domain-containing adapter for CUL3-mediated RhoA degradation protein 3	spu:593241
21149	LOC582835	0.000117426	0.370349612	0.761	0.786	1	NA	NA
17541	LOC576066	7.39E-05	0.369449519	0.338	0.191	1	dual specificity mitogen-activated protein kinase kinase 1 isoform X2	spu:576066
20927	LOC582336	0.630807371	0.369395732	0.38	0.467	1	peptidyl-prolyl cis-trans isomerase sig-7	spu:582336
6519	LOC105442965	0.003717106	0.369081857	0.451	0.394	1	NA	NA
23201	LOC587697	1.91E-06	0.368020264	0.93	0.964	0.041646638	vigilin	spu:587697
243	LOC100888092	0.00090852	0.367410698	0.493	0.413	1	CDK5 regulatory subunit-associated protein 2-like	spu:100888092
22117	LOC585084	2.65E-09	0.367263132	0.986	0.983	5.78E-05	calmodulin-beta	spu:585084
16482	LOC373192	0.79255086	0.366710316	0.366	0.425	1	actin related protein 1	spu:373192
22958	LOC587083	2.11E-05	0.366473516	0.31	0.161	0.460798742	RNA-binding protein 10 isoform X1	spu:587083
27993	LOC763805	0.003652759	0.366074539	0.521	0.507	1	nuclear cap-binding protein subunit 1	spu:763805
20754	LOC582005	0.012268473	0.364488651	0.408	0.359	1	coiled-coil domain-containing protein 178	spu:582005
21526	LOC583658	0.000544315	0.364452677	0.648	0.64	1	zinc finger protein ubi-d4 isoform X2	spu:583658
18053	LOC577009	0.069158832	0.364388876	0.423	0.427	1	histone acetyltransferase KAT7 isoform X1	spu:577009
23233	LOC587772	0.001690414	0.363146781	0.324	0.211	1	coiled-coil domain-containing protein 25	spu:587772
22847	LOC586800	0.00017568	0.36306174	0.789	0.811	1	serine/arginine-rich splicing factor 10	spu:586800
21847	LOC584403	0.00843837	0.36246107	0.521	0.493	1	condensin-2 complex subunit H2	spu:584403
6200	LOC105442127	0.011926151	0.362071883	0.366	0.304	1	NA	NA
2542	LOC100891819	0.001119993	0.360869727	0.296	0.181	1	phospholipid-transporting ATPase ABCA1 isoform X1	spu:100891819
21000	LOC582488	0.000201162	0.360476458	0.352	0.221	1	paired amphipathic helix protein Sin3a isoform X1	spu:582488
18007	LOC576920	0.000295145	0.360333562	0.324	0.193	1	LOW QUALITY PROTEIN: transcription elongation factor SPT6	spu:576920
28370	rngi	2.87E-05	0.358347696	0.761	0.706	0.626464744	NA	NA
20886	LOC582262	0.001564056	0.358235252	0.352	0.246	1	cysteine-rich hydrophobic domain-containing protein 2	spu:582262
18932	LOC578567	8.08E-11	0.358172793	1	0.995	1.76E-06	transcriptional regulator ATRX homolog isoform X1	spu:578567
24574	LOC590941	4.48E-06	0.357961746	0.789	0.757	0.097788771	translationally-controlled tumor protein homolog	spu:590941
3297	LOC100893133	0.054845963	0.357875889	0.254	0.203	1	NA	NA
19233	LOC579140	7.61E-07	0.357443285	0.268	0.1	0.016601618	NA	NA
19873	LOC580307	0.003874182	0.357339504	0.521	0.476	1	eukaryotic peptide chain release factor GTP-binding subunit ERF3A	spu:580307
21310	LOC583159	0.011894911	0.356716291	0.324	0.251	1	small nuclear ribonucleoprotein G	spu:583159
20621	LOC581772	1.22E-05	0.356102178	0.901	0.891	0.266425037	ubiquitin-conjugating enzyme E2 Q1	spu:581772
23110	LOC587479	0.000123714	0.354977714	0.817	0.825	1	basic leucine zipper and W2 domain-containing protein 1	spu:587479
1182	LOC100889604	0.025409209	0.353842654	0.38	0.335	1	zinc finger protein 652-B isoform X1	spu:100889604
25678	LOC593425	0.000108417	0.353489199	0.31	0.166	1	inositol oxygenase	spu:593425
24775	LOC591431	9.30E-05	0.352644509	0.254	0.122	1	transcription and mRNA export factor ENY2	spu:591431
17763	LOC576462	0.000318309	0.352510885	0.296	0.168	1	ubiquitin carboxyl-terminal hydrolase isozyme L5	spu:576462
25589	LOC593174	0.000795565	0.351476783	0.31	0.194	1	protein phosphatase 1E	spu:593174
16520	LOC373247	5.12E-09	0.350147134	0.972	0.978	0.000111659	nuclear intermediate filament protein	spu:373247
25042	LOC591988	0.001156667	0.350120939	0.366	0.256	1	ankycorbin	spu:591988
17378	LOC575755	0.07149333	0.350104749	0.366	0.338	1	prohibitin-2	spu:575755
17972	LOC576843	0.001533733	0.349714135	0.69	0.705	1	probable ubiquitin-conjugating enzyme E2 7 isoform X1	spu:576843
22036	LOC584892	5.34E-06	0.349504746	0.268	0.115	0.116606975	transcription initiation factor TFIID subunit 11 isoform X1	spu:584892
19108	LOC578917	0.000409036	0.349290065	0.408	0.295	1	zinc finger protein 706	spu:578917
17595	LOC576159	4.31E-13	0.348624673	1	1	9.42E-09	dual specificity protein phosphatase CDC14AB isoform X7	spu:576159
18587	LOC577933	0.012870504	0.348484728	0.352	0.287	1	"NADH dehydrogenase [ubiquinone] flavoprotein 2, mitochondrial"	spu:577933
16921	LOC574928	0.043547967	0.348410653	0.282	0.229	1	synapse-associated protein 1	spu:574928
22703	LOC586471	0.00013472	0.348095227	0.775	0.73	1	integrator complex subunit 3 homolog isoform X1	spu:586471
23530	LOC588527	0.000634936	0.347523443	0.282	0.168	1	"KH domain-containing, RNA-binding, signal transduction-associated protein 2 isoform X1"	spu:588527
22289	LOC585494	0.033704508	0.347132615	0.254	0.19	1	ubiquitin carboxyl-terminal hydrolase 16	spu:585494
17805	LOC576546	0.00953236	0.345890626	0.268	0.185	1	late histone H2B.L4-like	spu:576546
22066	LOC584954	0.001211128	0.345302782	0.761	0.772	1	"cytochrome b-c1 complex subunit 2, mitochondrial"	spu:584954
20328	LOC581190	1.92E-05	0.345027923	0.831	0.884	0.419217337	"eukaryotic translation initiation factor 1A, Y-chromosomal"	spu:581190
20806	LOC582112	0.000333328	0.344132069	0.761	0.756	1	keratinocyte-associated protein 2	spu:582112
25392	LOC592751	0.071827915	0.342344289	0.451	0.471	1	myb-related protein B	spu:592751
22993	LOC587163	8.66E-05	0.341665039	0.577	0.478	1	"malate dehydrogenase, mitochondrial"	spu:587163
503	LOC100888520	0.004216063	0.340992693	0.521	0.503	1	uncharacterized protein LOC100888520	spu:100888520
20901	LOC582289	0.00080774	0.340959444	0.254	0.139	1	cyclin-H	spu:582289
25064	LOC592030	0.002007372	0.340587631	0.352	0.247	1	ubiquitin-conjugating enzyme E2 variant 1	spu:592030
21041	LOC582590	1.23E-09	0.340147188	1	0.997	2.68E-05	LOW QUALITY PROTEIN: PHD and RING finger domain-containing protein 1	spu:582590
448	LOC100888440	0.026222898	0.339773434	0.268	0.202	1	"FYVE, RhoGEF and PH domain-containing protein 6 isoform X1"	spu:100888440
22399	LOC585739	0.022551113	0.339094683	0.521	0.516	1	protein fantom isoform X1	spu:585739
24813	LOC591524	0.13340845	0.338839932	0.394	0.409	1	LOW QUALITY PROTEIN: CCR4-NOT transcription complex subunit 1	spu:591524
20481	LOC581507	0.001021781	0.338710084	0.38	0.269	1	structural maintenance of chromosomes protein 5 isoform X1	spu:581507
16775	LOC574665	0.007752342	0.337576799	0.254	0.161	1	DNA (cytosine-5)-methyltransferase PliMCI	spu:574665
18379	LOC577587	0.000843691	0.33750297	0.69	0.664	1	NA	NA
1640	LOC100890375	0.000544693	0.337173835	0.31	0.184	1	NA	NA
21551	LOC583705	0.000610068	0.337087224	0.718	0.731	1	SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A member 5	spu:583705
26027	LOC594379	0.048091145	0.336677779	0.465	0.475	1	trichohyalin isoform X1	spu:594379
25326	LOC592598	0.008933642	0.336558572	0.296	0.216	1	dual specificity protein kinase CLK2	spu:592598
18192	LOC577255	0.037022383	0.336530395	0.408	0.393	1	ruvB-like 1	spu:577255
17076	LOC575201	0.000720959	0.336492193	0.648	0.62	1	sorting nexin-3	spu:575201
19490	LOC579629	0.002711255	0.335406324	0.423	0.343	1	NA	NA
26104	LOC594568	0.112307522	0.335213295	0.394	0.394	1	PHD finger protein 12 isoform X1	spu:594568
17762	LOC576460	0.007106667	0.335206492	0.324	0.245	1	calmodulin-like protein 4	spu:576460
20567	LOC581673	0.024238862	0.334605658	0.408	0.376	1	"succinate--CoA ligase [ADP-forming] subunit beta, mitochondrial"	spu:581673
17139	LOC575318	0.007534037	0.334588848	0.254	0.17	1	gamma-tubulin complex component 3	spu:575318
24985	LOC591856	0.124399406	0.333667461	0.296	0.27	1	NA	NA
20592	LOC581723	0.021683257	0.333380774	0.535	0.551	1	regulator of nonsense transcripts 1	spu:581723
18516	LOC577817	0.000889071	0.331793881	0.31	0.194	1	protein ABHD8	spu:577817
28332	LOC765147	5.36E-08	0.33159041	1	0.995	0.001170084	nucleolin isoform X1	spu:765147
20458	LOC581456	5.48E-05	0.330569061	0.746	0.702	1	"succinate--CoA ligase [ADP/GDP-forming] subunit alpha, mitochondrial"	spu:581456
22650	LOC586368	0.001052548	0.330410605	0.62	0.617	1	protein MEMO1	spu:586368
18615	LOC577986	0.030827595	0.33016863	0.366	0.331	1	ATP-dependent RNA helicase HAS1	spu:577986
6748	LOC105443607	0.007697073	0.329998565	0.592	0.603	1	NA	NA
27752	LOC763089	0.002781476	0.329636603	0.704	0.713	1	hepatoma-derived growth factor-related protein 2	spu:763089
24582	LOC590954	0.042471614	0.329550344	0.394	0.373	1	pre-mRNA-splicing factor CWC22 homolog isoform X2	spu:590954
23812	LOC589183	0.006790467	0.328910996	0.31	0.219	1	60S acidic ribosomal protein P1	spu:589183
1796	LOC100890600	0.000498371	0.327844526	0.62	0.566	1	tax1-binding protein 1 homolog B	spu:100890600
28375	usf1	0.003755787	0.327721227	0.648	0.677	1	NA	NA
23931	LOC589468	0.000574074	0.327274205	0.676	0.658	1	dnaJ homolog subfamily C member 8	spu:589468
25578	LOC593143	0.034468369	0.326600138	0.394	0.368	1	cysteine and histidine-rich domain-containing protein 1	spu:593143
24807	LOC591504	0.008709165	0.326132174	0.423	0.359	1	WW domain-containing adapter protein with coiled-coil isoform X2	spu:591504
20487	LOC581517	1.08E-05	0.325680284	0.93	0.918	0.235544343	ataxin-2-like protein isoform X2	spu:581517
847	LOC100889084	2.34E-05	0.324937468	0.859	0.841	0.511076858	NA	NA
22561	LOC586140	0.000140747	0.32485025	0.803	0.819	1	protein Red	spu:586140
21641	LOC583919	0.013657732	0.323930355	0.507	0.474	1	lebercilin isoform X3	spu:583919
20724	LOC581957	0.034075651	0.323818106	0.493	0.502	1	methionine synthase reductase isoform X1	spu:581957
17774	LOC576487	0.003521781	0.32350994	0.704	0.78	1	zinc finger RNA-binding protein isoform X1	spu:576487
18491	LOC577783	0.00678241	0.323125226	0.493	0.433	1	"aconitate hydratase, mitochondrial isoform X1"	spu:577783
25363	LOC592681	0.008423483	0.321214403	0.592	0.541	1	protein SON	spu:592681
7361	LOC105445217	0.008352389	0.320979782	0.563	0.563	1	NA	NA
26417	LOC752601	0.008618315	0.32013138	0.563	0.543	1	serine/threonine-protein kinase 35	spu:752601
3468	LOC100893407	0.019147578	0.319969513	0.296	0.228	1	wiskott-Aldrich syndrome protein homolog 1 isoform X2	spu:100893407
19222	LOC579124	0.00967666	0.319919482	0.563	0.571	1	chondroitin sulfate N-acetylgalactosaminyltransferase 1	spu:579124
17119	LOC575281	5.82E-09	0.319782839	1	0.995	0.000126911	double-strand-break repair protein rad21 homolog	spu:575281
24450	LOC590654	0.028568073	0.318956059	0.254	0.19	1	tyrosine-protein kinase CSK	spu:590654
23542	LOC588549	0.001189749	0.317127525	0.493	0.405	1	serine/arginine repetitive matrix protein 2	spu:588549
22337	LOC585590	0.013052206	0.315586418	0.408	0.355	1	protein SDA1 homolog	spu:585590
22551	LOC586116	0.01351275	0.314292889	0.268	0.191	1	PRKR-interacting protein 1 homolog	spu:586116
22307	LOC585533	0.027042249	0.313558867	0.366	0.318	1	dnaJ homolog subfamily C member 7	spu:585533
20285	LOC581113	0.156277331	0.31338998	0.394	0.404	1	pericentriolar material 1 protein isoform X1	spu:581113
2	ags	0.017762705	0.312361998	0.38	0.315	1	NA	NA
17364	LOC575737	0.277543932	0.312280622	0.493	0.578	1	26S proteasome non-ATPase regulatory subunit 4	spu:575737
1	ago1	0.040936248	0.312245358	0.423	0.407	1	NA	NA
25980	LOC594205	3.36E-14	0.312213524	1	1	7.33E-10	serine/arginine-rich splicing factor 6 isoform X2	spu:594205
24417	LOC590584	0.036267396	0.31208312	0.394	0.381	1	NA	NA
17713	LOC576378	0.041262428	0.311399313	0.563	0.604	1	serine/threonine-protein kinase 4 isoform X1	spu:576378
26748	LOC753755	0.046777989	0.311011659	0.324	0.277	1	lysM and putative peptidoglycan-binding domain-containing protein 3	spu:753755
16747	LOC574601	0.017808051	0.310007872	0.408	0.356	1	T-complex protein 1 subunit gamma	spu:574601
19216	LOC579114	0.00011614	0.309784989	0.817	0.788	1	catenin alpha-2	spu:579114
103	LOC100887863	0.00640335	0.309416441	0.437	0.368	1	tudor domain-containing protein 1 isoform X2	spu:100887863
17113	LOC575274	0.011006136	0.309318233	0.479	0.435	1	serine/threonine-protein phosphatase 1 regulatory subunit 10 isoform X1	spu:575274
26670	LOC753483	0.009307121	0.308924226	0.254	0.166	1	"28S ribosomal protein S33, mitochondrial"	spu:753483
18954	LOC578606	0.002009672	0.308017146	0.732	0.801	1	eukaryotic translation initiation factor 3 subunit J	spu:578606
25292	LOC592534	0.000150341	0.307467687	0.93	0.914	1	SAP domain-containing ribonucleoprotein	spu:592534
22938	LOC587014	0.037692699	0.307131547	0.31	0.262	1	dedicator of cytokinesis protein 7 isoform X1	spu:587014
21543	LOC583691	3.77E-05	0.306054823	0.887	0.855	0.82343415	DNA repair protein RAD51 homolog 1	spu:583691
24263	LOC590208	0.007827894	0.306012353	0.62	0.667	1	F-box-like/WD repeat-containing protein TBL1XR1	spu:590208
17359	LOC575732	1.84E-08	0.305953327	0.986	0.989	0.000401976	"selenide, water dikinase"	spu:575732
25730	LOC593548	0.347554615	0.305815633	0.338	0.372	1	growth arrest and DNA damage-inducible proteins-interacting protein 1	spu:593548
24454	LOC590665	0.03299075	0.305691609	0.606	0.634	1	NA	NA
19310	LOC579288	0.00016573	0.305640005	0.761	0.732	1	E3 ubiquitin-protein ligase arih1 isoform X1	spu:579288
1778	LOC100890576	0.011276253	0.305445678	0.324	0.246	1	PCNA-associated factor	spu:100890576
7978	LOC105446825	0.007507597	0.305311575	0.352	0.275	1	NA	NA
25764	LOC593633	0.020857748	0.304808553	0.282	0.211	1	kinesin-like protein KIF14 isoform X1	spu:593633
22729	LOC586530	1.70E-15	0.304605242	1	1	3.71E-11	histone H3.3	spu:586530
16667	LOC373525	0.021719455	0.304522853	0.479	0.451	1	MAP kinase	spu:373525
5635	LOC105440611	0.0017572	0.303876616	0.634	0.588	1	uncharacterized protein LOC105440611	spu:105440611
26677	LOC753519	0.004018882	0.303767713	0.648	0.67	1	NA	NA
6272	LOC105442302	0.00192733	0.30329887	0.648	0.655	1	proteoglycan 4-like	spu:105442302
3678	LOC100893744	0.001587694	0.303055291	0.761	0.725	1	NA	NA
21275	LOC583082	2.54E-13	0.301865118	1	1	5.54E-09	protein SET	spu:583082
17435	LOC575871	0.145380067	0.301734581	0.338	0.336	1	ADP-ribosylation factor 4	spu:575871
24323	LOC590346	0.105622484	0.300157633	0.521	0.534	1	uncharacterized protein C1orf131 homolog	spu:590346
22514	LOC586030	1.48E-05	0.299734271	0.887	0.948	0.323334469	cytochrome b-c1 complex subunit 7	spu:586030
20615	LOC581762	0.043848096	0.299708561	0.296	0.244	1	small glutamine-rich tetratricopeptide repeat-containing protein alpha	spu:581762
19717	LOC580010	0.027764086	0.29964613	0.338	0.27	1	LOW QUALITY PROTEIN: talin-1	spu:580010
21344	LOC583253	0.122442694	0.299512548	0.352	0.346	1	seali	spu:583253
20525	LOC581581	0.095506951	0.299482016	0.394	0.394	1	charged multivesicular body protein 5	spu:581581
23715	LOC588942	0.041586511	0.299082207	0.451	0.437	1	NA	NA
6394	LOC105442611	0.029274525	0.298597408	0.254	0.185	1	"ribosomal protein 63, mitochondrial"	spu:105442611
23562	LOC588600	0.022512017	0.298483651	0.606	0.637	1	arginine and glutamate-rich protein 1	spu:588600
16907	LOC574893	0.020135223	0.298387604	0.549	0.579	1	activin receptor type-2A	spu:574893
25184	LOC592290	0.002947274	0.297857031	0.803	0.823	1	serine/arginine repetitive matrix protein 1 isoform X1	spu:592290
23346	LOC588047	0.097410841	0.297744767	0.31	0.281	1	serine/threonine-protein kinase Nek11	spu:588047
24024	LOC589683	0.027428475	0.297662195	0.577	0.615	1	telomerase-binding protein EST1A	spu:589683
27328	LOC756367	0.075635643	0.297262502	0.465	0.488	1	NEDD8-conjugating enzyme Ubc12	spu:756367
25821	LOC593785	0.006502342	0.297090257	0.549	0.528	1	islet cell autoantigen 1 isoform X1	spu:593785
646	LOC100888750	0.002677696	0.296933438	0.676	0.665	1	protein FAM117B	spu:100888750
27456	LOC756993	0.008521627	0.296334672	0.338	0.26	1	uncharacterized protein LOC756993	spu:756993
25859	LOC593867	0.066023287	0.295572795	0.465	0.478	1	coiled-coil domain-containing protein 43	spu:593867
22565	LOC586151	0.000343206	0.294892387	0.859	0.886	1	ADP-ribosylation factor 1	spu:586151
23887	LOC589355	0.006083359	0.294309906	0.606	0.6	1	transcription activator BRG1 isoform X1	spu:589355
19191	LOC579072	3.56E-08	0.294196717	1	0.994	0.00077682	putative acyl-CoA-binding protein	spu:579072
18495	LOC577789	0.02245935	0.293257243	0.69	0.783	1	uncharacterized protein LOC577789 isoform X2	spu:577789
17137	LOC575315	0.070931605	0.292862853	0.366	0.342	1	WD repeat-containing protein 63 isoform X1	spu:575315
16783	LOC574675	0.000315046	0.292447146	0.845	0.878	1	LOW QUALITY PROTEIN: FAS-associated factor 2	spu:574675
27377	LOC756585	0.063648826	0.292414714	0.352	0.311	1	charged multivesicular body protein 7 isoform X1	spu:756585
19857	LOC580278	5.43E-11	0.291623578	1	1	1.19E-06	mRNA cap guanine-N7 methyltransferase isoform X2	spu:580278
3003	LOC100892626	0.053921762	0.291528829	0.282	0.237	1	aspartyl aminopeptidase	spu:100892626
16741	LOC574582	0.000152577	0.291444929	0.873	0.869	1	disks large-associated protein 5	spu:574582
22704	LOC586472	0.050339296	0.291038435	0.282	0.231	1	uncharacterized protein LOC586472	spu:586472
18410	LOC577635	1.62E-05	0.290573309	0.944	0.967	0.352820493	eukaryotic translation initiation factor 4 gamma 2 isoform X1	spu:577635
11	H2A.F/Z	6.05E-18	0.290297944	1	1	1.32E-13	NA	NA
27488	LOC757118	0.005704407	0.289850068	0.859	0.907	1	uncharacterized protein LOC757118	spu:757118
16939	LOC574970	0.016858822	0.289370669	0.479	0.429	1	S-phase kinase-associated protein 2	spu:574970
25416	LOC592801	9.49E-06	0.289285687	0.944	0.979	0.207088945	translation elongation factor 2	spu:592801
17044	LOC575151	8.01E-32	0.288473215	0.648	0.144	1.75E-27	SPRY domain-containing SOCS box protein 3	spu:575151
28195	LOC764563	0.012556027	0.288393144	0.704	0.819	1	LOW QUALITY PROTEIN: cyclin-dependent kinase 11B	spu:764563
17749	LOC576444	0.009212631	0.288171797	0.324	0.245	1	sperm flagellar protein 2 isoform X1	spu:576444
23037	LOC587294	0.000449885	0.288047693	0.859	0.897	1	NHP2-like protein 1	spu:587294
18110	LOC577120	0.023916547	0.287975306	0.38	0.33	1	THAP domain-containing protein 5	spu:577120
23425	LOC588243	0.015427463	0.287352551	0.507	0.482	1	glutathione peroxidase 1	spu:588243
27677	LOC762801	0.158737176	0.287173448	0.254	0.228	1	cyclin-dependent kinase-like 1	spu:762801
3059	LOC100892732	0.043824226	0.287052762	0.254	0.194	1	NA	NA
24822	LOC591544	0.528224317	0.286857742	0.296	0.331	1	akirin-2	spu:591544
25303	LOC592560	0.044408909	0.286728907	0.451	0.452	1	alpha-2-macroglobulin receptor-associated protein	spu:592560
23495	LOC588430	0.061729589	0.286501406	0.493	0.505	1	"type 2 phosphatidylinositol 4,5-bisphosphate 4-phosphatase"	spu:588430
2223	LOC100891315	0.01154151	0.286379007	0.324	0.249	1	E3 ubiquitin-protein ligase TRIM39	spu:100891315
2838	LOC100892314	0.069337098	0.286307448	0.38	0.36	1	sodium channel and clathrin linker 1	spu:100892314
22884	LOC586881	0.002493163	0.283554151	0.761	0.814	1	flotillin-2a	spu:586881
27029	LOC754745	0.039187617	0.282928841	0.423	0.397	1	probable ATP-dependent RNA helicase DDX43	spu:754745
22013	LOC584818	0.099879574	0.282674397	0.296	0.26	1	uncharacterized protein LOC584818 isoform X1	spu:584818
27331	LOC756374	0.024537271	0.282044097	0.859	0.9	1	protein DEK	spu:756374
22271	LOC585444	0.013742331	0.280960893	0.338	0.269	1	1-aminocyclopropane-1-carboxylate synthase-like protein 1	spu:585444
21412	LOC583405	0.004355716	0.28061091	0.606	0.611	1	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 11	spu:583405
27534	LOC757278	0.128426438	0.280310626	0.324	0.314	1	uncharacterized protein LOC757278	spu:757278
28182	LOC764523	0.077071833	0.280113682	0.507	0.534	1	protein 4.1 isoform X1	spu:764523
25965	LOC594176	0.00417098	0.280013206	0.507	0.451	1	transcription factor Dp-1	spu:594176
18543	LOC577863	0.024930704	0.279732338	0.423	0.402	1	dnaJ homolog subfamily C member 21 isoform X1	spu:577863
6820	LOC105443788	0.03938711	0.279226138	0.493	0.499	1	NA	NA
26905	LOC754248	0.092255066	0.278884422	0.69	0.782	1	NA	NA
23736	LOC589004	0.00091141	0.278738958	0.437	0.328	1	NA	NA
24195	LOC590052	0.007237955	0.278737106	0.648	0.687	1	NA	NA
20593	LOC581725	0.042449103	0.278450106	0.338	0.289	1	FGFR1 oncogene partner 2 homolog	spu:581725
21746	LOC584166	0.086702012	0.277827702	0.338	0.309	1	zinc/cadmium resistance protein isoform X1	spu:584166
21335	LOC583226	0.113551606	0.277789205	0.254	0.219	1	zinc finger protein 362	spu:583226
6221	LOC105442181	0.001021134	0.277650668	0.761	0.751	1	remodeling and spacing factor 1 isoform X1	spu:105442181
24215	LOC590094	0.004946177	0.277195686	0.761	0.776	1	heterogeneous nuclear ribonucleoprotein K	spu:590094
25752	LOC593605	0.058302469	0.27709458	0.451	0.436	1	ribosome biogenesis protein NOP53	spu:593605
17674	LOC576306	0.095337444	0.276912294	0.254	0.209	1	"procollagen-lysine,2-oxoglutarate 5-dioxygenase 1 isoform X1"	spu:576306
18428	LOC577663	0.067676937	0.276745456	0.366	0.329	1	gelsolin-like protein 2	spu:577663
24516	LOC590809	0.101711641	0.276607027	0.408	0.411	1	SAP30-binding protein	spu:590809
19133	LOC578962	0.278250087	0.276423127	0.282	0.275	1	stromal cell-derived factor 2	spu:578962
18295	LOC577427	0.065293904	0.276386391	0.521	0.559	1	dynactin subunit 3	spu:577427
2476	LOC100891701	0.037936489	0.276384052	0.38	0.352	1	uncharacterized protein LOC100891701 isoform X1	spu:100891701
24350	LOC590420	0.061941089	0.276033224	0.352	0.329	1	neuronal-specific septin-3 isoform X1	spu:590420
26085	LOC594523	0.014252465	0.27566525	0.408	0.354	1	coiled-coil-helix-coiled-coil-helix domain-containing protein 1	spu:594523
25845	LOC593840	0.090735443	0.275540402	0.408	0.409	1	NADH dehydrogenase [ubiquinone] 1 subunit C2	spu:593840
21286	LOC583101	0.001135145	0.275497968	0.831	0.863	1	endothelial differentiation-related factor 1	spu:583101
20195	LOC580949	0.0245558	0.27547104	0.563	0.563	1	ubiquitin-associated protein 2-like isoform X1	spu:580949
26063	LOC594473	0.066961461	0.275237705	0.38	0.355	1	uncharacterized protein LOC594473	spu:594473
24991	LOC591872	0.020206543	0.275213847	0.479	0.479	1	U2 small nuclear ribonucleoprotein A'	spu:591872
22489	LOC585976	0.112436609	0.275201595	0.31	0.284	1	coiled-coil domain-containing protein 12	spu:585976
16922	LOC574929	0.057105712	0.275181569	0.648	0.694	1	uncharacterized protein LOC574929	spu:574929
16637	LOC373476	0.20879239	0.275181435	0.296	0.29	1	syntaxin	spu:373476
17507	LOC576006	0.100492845	0.274678577	0.408	0.406	1	"ATP synthase subunit delta, mitochondrial"	spu:576006
22241	LOC585374	0.02888801	0.274581736	0.451	0.446	1	phospholipid scramblase 2 isoform X2	spu:585374
27781	LOC763163	0.073832677	0.274459476	0.338	0.305	1	DNA repair protein XRCC4 isoform X1	spu:763163
22768	LOC586618	0.013240672	0.274174193	0.662	0.7	1	WW domain-binding protein 11	spu:586618
18904	LOC578526	0.038652531	0.274014613	0.606	0.652	1	AFG3-like protein 2	spu:578526
17402	LOC575808	0.030981735	0.273635423	0.451	0.436	1	T-complex protein 1 subunit epsilon	spu:575808
873	LOC100889124	0.201561681	0.273465224	0.282	0.269	1	ubiquitin carboxyl-terminal hydrolase 4 isoform X1	spu:100889124
18958	LOC578619	0.153851311	0.272628963	0.408	0.439	1	lethal(2) giant larvae protein homolog 2 isoform X1	spu:578619
3185	LOC100892953	0.056941428	0.272367282	0.423	0.409	1	crooked neck-like protein 1	spu:100892953
18642	LOC578030	0.005627643	0.272310517	0.268	0.178	1	transforming acidic coiled-coil-containing protein 3 isoform X1	spu:578030
19758	LOC580086	0.05644434	0.272048964	0.254	0.199	1	signal-induced proliferation-associated 1-like protein 2 isoform X1	spu:580086
18678	LOC578093	0.060345767	0.271736861	0.254	0.196	1	LOW QUALITY PROTEIN: transportin-1	spu:578093
24343	LOC590401	0.016009722	0.271492383	0.254	0.173	1	serine/threonine-protein kinase LATS1 isoform X1	spu:590401
647	LOC100888754	0.393017322	0.270836451	0.408	0.475	1	uncharacterized protein LOC100888754 isoform X1	spu:100888754
18769	LOC578262	0.006047965	0.270813027	0.704	0.746	1	thioredoxin-like protein 4A	spu:578262
7726	LOC105446195	0.000991954	0.270717836	0.732	0.699	1	pre-mRNA-splicing factor CWC22 homolog	spu:105446195
20879	LOC582243	0.975644677	0.270628767	0.324	0.404	1	GRIP1-associated protein 1	spu:582243
21792	LOC584285	0.000140661	0.270334276	0.873	0.952	1	copper transport protein ATOX1	spu:584285
28043	LOC763990	0.111126187	0.270245637	0.493	0.551	1	NA	NA
721	LOC100888883	0.178309246	0.270083962	0.268	0.239	1	centrosomal protein of 131 kDa isoform X1	spu:100888883
26028	LOC594380	0.17147396	0.270054478	0.408	0.424	1	protein Dr1	spu:594380
21550	LOC583703	0.004977534	0.269514614	0.549	0.503	1	LOW QUALITY PROTEIN: ATP-dependent RNA helicase cgh-1	spu:583703
27278	LOC756107	0.017900977	0.268583572	0.324	0.249	1	NA	NA
23566	LOC588613	0.084584155	0.267892056	0.352	0.318	1	probable ATP-dependent RNA helicase DDX43	spu:588613
25959	LOC594147	0.001295622	0.267617906	0.915	0.92	1	charged multivesicular body protein 4b	spu:594147
18966	LOC578630	0.186706453	0.267163377	0.493	0.555	1	5'-3' exoribonuclease 1	spu:578630
7596	LOC105445861	0.000145474	0.266425259	0.93	0.934	1	"ATP synthase subunit f, mitochondrial-like"	spu:105445861
28368	pabp	0.03521122	0.266391982	0.338	0.294	1	NA	NA
25179	LOC592281	0.025914463	0.266391668	0.38	0.338	1	"propionyl-CoA carboxylase beta chain, mitochondrial"	spu:592281
16860	LOC574824	0.046548847	0.266289042	0.549	0.552	1	zinc finger SWIM domain-containing protein 8 isoform X1	spu:574824
19077	LOC578859	0.00106001	0.265958037	0.775	0.822	1	GTPase HRas	spu:578859
6998	LOC105444269	0.258128159	0.265687967	0.408	0.462	1	NA	NA
23114	LOC587488	0.055832278	0.265546473	0.549	0.584	1	uncharacterized protein C1orf87	spu:587488
22012	LOC584816	0.023624123	0.264788363	0.324	0.257	1	rho guanine nucleotide exchange factor 3 isoform X1	spu:584816
