	Row.names	p_val	avg_logFC	pct.1	pct.2	p_val_adj	keggList..spu..	ID
17211	LOC575471	1.68E-07	0.4599029	0.505	0.415	0.003661969	heterogeneous nuclear ribonucleoprotein C-like 1	spu:575471
20753	LOC582022	1.34E-07	0.459417533	0.269	0.153	0.002916332	serine/threonine-protein kinase N2 isoform X1	spu:582022
23092	LOC587430	3.33E-15	0.458999649	0.871	0.743	7.28E-11	"ATP synthase subunit O, mitochondrial"	spu:587430
831	LOC100889074	1.62E-10	0.458563666	0.253	0.117	3.53E-06	uncharacterized protein LOC100889074 isoform X1	spu:100889074
18237	LOC577346	6.11E-07	0.457486677	0.446	0.35	0.013339203	serine/threonine-protein phosphatase 2A 56 kDa regulatory subunit delta isoform isoform X2	spu:577346
19310	LOC579300	1.23E-36	0.457075378	1	0.961	2.68E-32	NA	NA
26319	LOC752328	5.50E-28	0.456818877	0.984	0.924	1.20E-23	NA	NA
24688	LOC591243	8.91E-09	0.456273568	0.484	0.363	0.000194508	stromal membrane-associated protein 1 isoform X1	spu:591243
24790	LOC591477	1.16E-12	0.456096027	0.78	0.697	2.53E-08	protein PRRC2C isoform X1	spu:591477
17188	LOC575423	7.27E-06	0.455427592	0.274	0.177	0.158583119	PDZ domain-containing protein 7	spu:575423
838	LOC100889084	3.22E-08	0.455210996	0.328	0.202	0.000703467	NA	NA
689	LOC100888843	6.98E-11	0.454654808	0.253	0.115	1.52E-06	ankyrin repeat domain-containing protein 54 isoform X1	spu:100888843
18554	LOC577887	4.19E-14	0.454479624	0.774	0.643	9.13E-10	dnaJ homolog subfamily A member 2	spu:577887
20322	LOC581190	1.14E-09	0.454006307	0.656	0.566	2.50E-05	"eukaryotic translation initiation factor 1A, Y-chromosomal"	spu:581190
19075	LOC578870	2.07E-07	0.453075886	0.312	0.194	0.004511337	rho guanine nucleotide exchange factor 7 isoform X1	spu:578870
22726	LOC586530	1.88E-43	0.452889727	1	0.972	4.10E-39	histone H3.3	spu:586530
22861	LOC586836	1.73E-08	0.451171717	0.323	0.193	0.000377988	ras-related protein Rab-4B	spu:586836
20629	LOC581803	2.17E-29	0.449953674	1	0.946	4.74E-25	60S ribosomal protein L11	spu:581803
20257	LOC581071	4.26E-07	0.449294546	0.435	0.331	0.009286952	PAX3- and PAX7-binding protein 1 isoform X1	spu:581071
25379	LOC592738	5.37E-27	0.448088759	0.989	0.941	1.17E-22	40S ribosomal protein S24	spu:592738
5837	LOC105441189	4.64E-20	0.447761152	0.968	0.894	1.01E-15	40S ribosomal protein S21	spu:105441189
7035	LOC105444414	8.17E-07	0.447322011	0.29	0.181	0.017837115	NA	NA
19158	LOC579026	1.11E-35	0.446820913	1	0.975	2.42E-31	40S ribosomal protein S11	spu:579026
22526	LOC586056	7.87E-14	0.446816424	0.823	0.692	1.72E-09	60S ribosomal protein L10a isoform X1	spu:586056
17308	LOC575654	6.78E-06	0.446064978	0.29	0.194	0.147912136	SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily B member 1-A	spu:575654
19153	LOC579019	7.63E-23	0.445667633	0.978	0.888	1.67E-18	ubiquitin-40S ribosomal protein S27a	spu:579019
20127	LOC580822	1.26E-06	0.445078693	0.258	0.15	0.027529658	"spectrin alpha chain, non-erythrocytic 1 isoform X1"	spu:580822
20047	LOC580656	2.17E-09	0.443893731	0.522	0.391	4.74E-05	zinc finger protein 37	spu:580656
17614	LOC576200	4.95E-08	0.443742756	0.565	0.476	0.001079778	SH2 domain-containing protein 4B isoform X5	spu:576200
26842	LOC754059	4.24E-09	0.441906626	0.419	0.277	9.26E-05	uncharacterized protein LOC754059 isoform X1	spu:754059
24199	LOC590067	9.17E-13	0.440727665	0.758	0.578	2.00E-08	nucleolar protein 56	spu:590067
17591	LOC576164	1.79E-09	0.437182815	0.597	0.485	3.90E-05	RNA polymerase-associated protein LEO1 isoform X1	spu:576164
28362	rps14	2.33E-24	0.436992742	0.984	0.934	5.08E-20	NA	NA
25816	LOC593785	3.84E-08	0.435819577	0.306	0.181	0.000837332	islet cell autoantigen 1 isoform X1	spu:593785
22774	LOC586642	9.67E-05	0.435118008	0.419	0.362	1	next to BRCA1 gene 1 protein	spu:586642
28130	LOC764368	2.92E-34	0.433601286	1	0.985	6.36E-30	40S ribosomal protein S8	spu:764368
21613	LOC583848	6.23E-08	0.433488523	0.296	0.173	0.001360101	tripeptidyl-peptidase 2 isoform X1	spu:583848
6213	LOC105442181	4.05E-07	0.433315009	0.269	0.156	0.008845737	remodeling and spacing factor 1 isoform X1	spu:105442181
19947	LOC580462	3.41E-24	0.432710088	0.968	0.917	7.43E-20	LOW QUALITY PROTEIN: 40S ribosomal protein S10	spu:580462
21247	LOC583036	1.42E-06	0.431619371	0.339	0.23	0.030952989	aprataxin and PNK-like factor isoform X1	spu:583036
24319	LOC590346	0.001688215	0.430858219	0.296	0.238	1	uncharacterized protein C1orf131 homolog	spu:590346
19895	LOC580369	3.50E-11	0.429809443	0.71	0.602	7.64E-07	"cytochrome b-c1 complex subunit Rieske, mitochondrial"	spu:580369
16510	LOC373246	6.33E-30	0.429682107	1	0.949	1.38E-25	60S ribosomal protein L18	spu:373246
3605	LOC100893636	5.01E-16	0.429396997	0.914	0.803	1.09E-11	NA	NA
24793	LOC591483	5.38E-08	0.428691949	0.484	0.355	0.001174271	eukaryotic peptide chain release factor subunit 1	spu:591483
22189	LOC585265	1.51E-06	0.427604238	0.366	0.25	0.033025235	armadillo repeat-containing protein 1	spu:585265
24980	LOC591855	3.74E-07	0.426311917	0.392	0.278	0.008159913	PWWP domain-containing protein 2A isoform X1	spu:591855
23778	LOC589116	3.70E-07	0.426272635	0.253	0.144	0.008069269	tRNA selenocysteine 1-associated protein 1	spu:589116
6264	LOC105442302	1.56E-08	0.426234995	0.387	0.254	0.000340983	proteoglycan 4-like	spu:105442302
23840	LOC589254	1.46E-07	0.426100513	0.355	0.234	0.003191814	nipped-B-like protein A	spu:589254
886	LOC100889154	1.72E-05	0.424882762	0.29	0.195	0.375558767	NA	NA
25075	LOC592065	4.89E-14	0.424208386	0.839	0.717	1.07E-09	plasminogen activator inhibitor 1 RNA-binding protein isoform X1	spu:592065
25802	LOC593744	1.85E-22	0.422634047	0.973	0.903	4.04E-18	40S ribosomal protein S3	spu:593744
19797	LOC580176	1.28E-07	0.420669648	0.333	0.212	0.002799926	FK506-binding protein 5 isoform X1	spu:580176
178	LOC100887997	1.19E-07	0.419909593	0.371	0.249	0.002590222	"phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit alpha isoform"	spu:100887997
24722	LOC591321	2.82E-11	0.419714497	0.812	0.703	6.14E-07	putative ATP-dependent RNA helicase Pl10	spu:591321
25488	LOC592965	6.43E-22	0.418978902	0.984	0.909	1.40E-17	60S ribosomal protein L44	spu:592965
25196	LOC592325	1.21E-05	0.418844597	0.446	0.371	0.264499019	MAP/microtubule affinity-regulating kinase 3 isoform X1	spu:592325
27488	LOC757154	6.85E-06	0.41835924	0.306	0.208	0.149559498	replication stress response regulator SDE2	spu:757154
22720	LOC586513	3.26E-07	0.418184265	0.414	0.3	0.007122845	carboxy-terminal domain RNA polymerase II polypeptide A small phosphatase 1 isoform X1	spu:586513
3512	LOC100893485	1.80E-08	0.417588794	0.317	0.181	0.000391801	serine/arginine repetitive matrix protein 1	spu:100893485
26770	LOC753847	7.77E-09	0.417285	0.72	0.614	0.000169651	NA	NA
24552	LOC590901	1.55E-08	0.416782459	0.554	0.411	0.000337946	ubiquitin-conjugating enzyme E2 C	spu:590901
20113	LOC580795	5.48E-05	0.416346519	0.333	0.25	1	serine/threonine-protein phosphatase 2A 56 kDa regulatory subunit epsilon isoform isoform X2	spu:580795
20021	LOC580611	1.92E-05	0.41571599	0.258	0.162	0.419514626	protein IWS1 homolog	spu:580611
413	LOC100888387	5.33E-07	0.415363854	0.274	0.161	0.011633821	uncharacterized protein LOC100888387 isoform X1	spu:100888387
24768	LOC591426	3.27E-06	0.414381354	0.328	0.224	0.071308118	mitotic spindle assembly checkpoint protein MAD1	spu:591426
19945	LOC580460	6.83E-13	0.414071021	0.747	0.59	1.49E-08	zinc finger CCCH domain-containing protein 15	spu:580460
20144	LOC580859	2.83E-07	0.414044055	0.392	0.276	0.006182906	hornerin isoform X1	spu:580859
25411	LOC592801	7.54E-17	0.411904456	0.935	0.854	1.65E-12	translation elongation factor 2	spu:592801
19245	LOC579180	2.15E-05	0.411900108	0.285	0.191	0.468123779	"methylcrotonoyl-CoA carboxylase beta chain, mitochondrial"	spu:579180
24259	LOC590208	8.69E-06	0.410789665	0.323	0.226	0.189597966	F-box-like/WD repeat-containing protein TBL1XR1	spu:590208
6349	LOC105442519	6.22E-07	0.41025564	0.559	0.488	0.013581989	NA	NA
25745	LOC593601	1.29E-07	0.409159139	0.306	0.185	0.002815098	"N-alpha-acetyltransferase 15, NatA auxiliary subunit"	spu:593601
23549	LOC588563	0.000203366	0.408138156	0.398	0.342	1	cAMP-dependent protein kinase type I-alpha regulatory subunit isoform X1	spu:588563
22783	LOC586668	8.40E-07	0.406576778	0.505	0.401	0.018321933	NA	NA
20186	LOC580943	5.69E-12	0.406544648	0.823	0.733	1.24E-07	structural maintenance of chromosomes protein 1A	spu:580943
16982	LOC575063	4.56E-07	0.406013803	0.301	0.186	0.009942202	ribosome biogenesis protein bop1-B	spu:575063
22063	LOC584954	1.42E-06	0.403181686	0.398	0.294	0.03092434	"cytochrome b-c1 complex subunit 2, mitochondrial"	spu:584954
22682	LOC586437	7.46E-06	0.401929443	0.43	0.344	0.162875464	pygopus homolog 2	spu:586437
7744	LOC105446266	1.96E-05	0.401901535	0.349	0.259	0.428289735	NA	NA
23855	LOC589286	3.66E-06	0.401663372	0.376	0.272	0.079856254	CD151 antigen	spu:589286
22274	LOC585458	1.80E-06	0.400349888	0.263	0.16	0.039317527	"39S ribosomal protein L12, mitochondrial"	spu:585458
21881	LOC584483	3.81E-06	0.400045397	0.387	0.285	0.083160558	prohibitin	spu:584483
22756	LOC586593	2.29E-06	0.399162408	0.366	0.26	0.049944117	ubiquitin-conjugating enzyme E2-17 kDa	spu:586593
22886	LOC586889	9.00E-15	0.398205712	0.909	0.83	1.96E-10	flotillin-1	spu:586889
28365	SPARC	7.02E-16	0.398163459	0.844	0.747	1.53E-11	NA	NA
19980	LOC580525	6.78E-05	0.3973723	0.36	0.28	1	alpha-soluble NSF attachment protein	spu:580525
26643	LOC753400	1.22E-06	0.396484069	0.452	0.352	0.026646603	NA	NA
26191	LOC594820	2.37E-09	0.395898334	0.323	0.175	5.17E-05	zinc finger E-box-binding homeobox 2 isoform X3	spu:594820
21876	LOC584477	9.31E-07	0.394936159	0.618	0.589	0.020312194	"cell division cycle 42 (GTP binding protein, 25kDa)-like"	spu:584477
24687	LOC591240	4.43E-05	0.394766614	0.28	0.19	0.967464832	G2/mitotic-specific cyclin-B3	spu:591240
18601	LOC577966	1.88E-05	0.394438566	0.323	0.228	0.409298709	uncharacterized protein LOC577966 isoform X1	spu:577966
24955	LOC591809	1.32E-23	0.394067505	1	0.951	2.89E-19	60S ribosomal protein L35	spu:591809
28366	SpP19L	2.55E-33	0.393277935	0.796	0.498	5.57E-29	NA	NA
16908	LOC574918	0.00105391	0.39297138	0.339	0.283	1	NA	NA
25287	LOC592534	1.02E-05	0.392149363	0.613	0.577	0.223427488	SAP domain-containing ribonucleoprotein	spu:592534
18247	LOC577360	0.001393351	0.391767123	0.333	0.279	1	survival of motor neuron-related-splicing factor 30	spu:577360
20389	LOC581328	1.46E-06	0.391312656	0.29	0.179	0.031957147	mediator of RNA polymerase II transcription subunit 1	spu:581328
932	LOC100889221	6.17E-05	0.3910052	0.484	0.434	1	uncharacterized protein LOC100889221	spu:100889221
18913	LOC578545	7.67E-11	0.390754417	0.301	0.141	1.67E-06	protein canopy homolog 4 isoform X1	spu:578545
25238	LOC592424	3.84E-06	0.3894706	0.253	0.152	0.083764713	transcription initiation factor TFIID subunit 3	spu:592424
17484	LOC575965	2.73E-12	0.389087484	0.747	0.544	5.96E-08	cyclin-dependent kinase 1	spu:575965
24986	LOC591872	0.000213987	0.389046727	0.258	0.183	1	U2 small nuclear ribonucleoprotein A'	spu:591872
23981	LOC589579	0.000196469	0.388033027	0.253	0.175	1	E3 ubiquitin-protein ligase ARIH2	spu:589579
20642	LOC581822	5.48E-16	0.386531304	0.946	0.809	1.20E-11	cold shock domain-containing protein 3 isoform X1	spu:581822
24838	LOC591582	1.21E-27	0.386217009	1	0.979	2.64E-23	probable 60S ribosomal protein L37-A isoform X1	spu:591582
25382	LOC592743	0.000170962	0.38570972	0.339	0.261	1	E3 ubiquitin-protein ligase HECTD1 isoform X1	spu:592743
19810	LOC580191	4.19E-05	0.38565118	0.446	0.375	0.915094583	src kinase-associated phosphoprotein 2-A	spu:580191
18706	LOC578158	7.52E-24	0.384998122	0.995	0.952	1.64E-19	40S ribosomal protein S19	spu:578158
22830	LOC586769	1.62E-21	0.384145925	0.995	0.894	3.53E-17	60S ribosomal protein L17	spu:586769
3	eif4a	1.12E-06	0.383987037	0.441	0.329	0.024543463	NA	NA
17069	LOC575201	1.39E-05	0.382730835	0.435	0.358	0.302787236	sorting nexin-3	spu:575201
18404	LOC577635	1.14E-05	0.382356632	0.586	0.542	0.248818967	eukaryotic translation initiation factor 4 gamma 2 isoform X1	spu:577635
17915	LOC576760	2.11E-21	0.382250965	0.995	0.918	4.60E-17	60S ribosomal protein L32	spu:576760
16755	LOC574628	3.08E-05	0.382221752	0.269	0.176	0.671487074	N-chimaerin	spu:574628
17588	LOC576159	5.55E-16	0.381714236	0.925	0.857	1.21E-11	dual specificity protein phosphatase CDC14AB isoform X7	spu:576159
24160	LOC589977	2.47E-05	0.381500019	0.355	0.267	0.538169609	corepressor interacting with RBPJ 1	spu:589977
23824	LOC589213	0.000238364	0.381425488	0.306	0.229	1	AT-rich interactive domain-containing protein 2	spu:589213
16659	LOC373525	3.61E-06	0.380842861	0.559	0.488	0.078754467	MAP kinase	spu:373525
21146	LOC582835	9.06E-09	0.37948842	0.694	0.602	0.000197822	NA	NA
25456	LOC592907	1.01E-24	0.379264861	1	0.955	2.21E-20	heterogeneous nuclear ribonucleoprotein A3 homolog 2 isoform X1	spu:592907
20880	LOC582258	6.83E-05	0.378311011	0.435	0.372	1	sorcin isoform X2	spu:582258
3549	LOC100893545	0.000474245	0.376287507	0.253	0.183	1	sin3 histone deacetylase corepressor complex component SDS3 isoform X1	spu:100893545
18138	LOC577170	4.86E-05	0.375116842	0.355	0.276	1	amphiphysin	spu:577170
17757	LOC576460	0.000446559	0.375013365	0.263	0.19	1	calmodulin-like protein 4	spu:576460
7319	LOC105445126	1.12E-05	0.374133547	0.344	0.25	0.244616535	NA	NA
17926	LOC576779	5.31E-07	0.374118211	0.489	0.368	0.011597558	cyclin B	spu:576779
21253	LOC583048	1.36E-20	0.373968205	1	0.934	2.96E-16	60S ribosomal protein L6	spu:583048
20189	LOC580949	3.12E-05	0.373812179	0.446	0.376	0.680632852	ubiquitin-associated protein 2-like isoform X1	spu:580949
20235	LOC581037	2.63E-06	0.373773274	0.323	0.202	0.057479028	late histone H2B.L4-like	spu:581037
18720	LOC578192	6.33E-20	0.372941364	0.989	0.92	1.38E-15	60S ribosomal protein L4	spu:578192
19027	LOC578781	1.67E-05	0.371599503	0.366	0.269	0.364382202	supervillin isoform X1	spu:578781
17857	LOC576658	2.44E-20	0.371434563	1	0.948	5.32E-16	40S ribosomal protein S20	spu:576658
25433	LOC592853	8.86E-07	0.37002804	0.516	0.406	0.01933765	neurogenic locus notch homolog protein 1	spu:592853
16824	LOC574763	2.28E-05	0.369961311	0.269	0.178	0.496741814	DCN1-like protein 5 isoform X1	spu:574763
28363	rps15a	1.66E-25	0.369404536	1	0.985	3.62E-21	NA	NA
6385	LOC105442611	4.64E-05	0.36766294	0.269	0.181	1	"ribosomal protein 63, mitochondrial"	spu:105442611
26905	LOC754268	0.018990992	0.367136986	0.263	0.229	1	replication termination factor 2 isoform X1	spu:754268
26109	LOC594594	3.42E-05	0.36668655	0.339	0.245	0.746808129	arginine/serine-rich protein PNISR	spu:594594
18524	LOC577837	9.52E-09	0.365538023	0.591	0.447	0.000207758	bromodomain adjacent to zinc finger domain protein 1A isoform X2	spu:577837
19210	LOC579114	1.26E-05	0.36462379	0.43	0.349	0.275997539	catenin alpha-2	spu:579114
27742	LOC763087	1.83E-05	0.364349048	0.263	0.165	0.400182319	telomeric repeat-binding factor 2-interacting protein 1	spu:763087
17310	LOC575659	8.74E-08	0.363340502	0.704	0.608	0.001908328	la-related protein 1B	spu:575659
22641	LOC586345	1.49E-32	0.363144686	1	0.991	3.25E-28	60S acidic ribosomal protein P2	spu:586345
21123	LOC582795	1.11E-05	0.362599103	0.586	0.514	0.241329766	protein CASC1 isoform X1	spu:582795
25440	LOC592872	0.000236664	0.360487834	0.328	0.25	1	bone morphogenetic protein receptor type-1B	spu:592872
26531	LOC752987	5.11E-15	0.360359201	0.968	0.902	1.12E-10	NA	NA
19105	LOC578921	0.000183605	0.359596364	0.301	0.224	1	26S proteasome regulatory subunit 8	spu:578921
25192	LOC592315	1.79E-06	0.359292311	0.629	0.563	0.038974941	LOW QUALITY PROTEIN: 60S ribosomal protein L8	spu:592315
18581	LOC577933	0.000242986	0.359021074	0.317	0.244	1	"NADH dehydrogenase [ubiquinone] flavoprotein 2, mitochondrial"	spu:577933
23845	LOC589263	0.000539688	0.358591601	0.371	0.316	1	"succinate dehydrogenase [ubiquinone] iron-sulfur subunit, mitochondrial"	spu:589263
21090	LOC582717	4.14E-08	0.356650516	0.769	0.716	0.000902717	INO80 complex subunit D	spu:582717
19975	LOC580515	1.01E-05	0.356627442	0.317	0.217	0.220013497	"sprouty-related, EVH1 domain-containing protein 3"	spu:580515
19271	LOC579228	5.87E-05	0.35550386	0.339	0.256	1	craniofacial development protein 1	spu:579228
20000	LOC580569	9.68E-12	0.355341343	0.866	0.791	2.11E-07	UBA-like domain-containing protein 1	spu:580569
25658	LOC593379	0.00036615	0.353414374	0.29	0.21	1	replication factor C subunit 1 isoform X1	spu:593379
19438	LOC579536	6.11E-05	0.352753253	0.344	0.25	1	NA	NA
25968	LOC594187	9.08E-06	0.350190189	0.527	0.445	0.198081884	translocating chain-associated membrane protein 1-like 1	spu:594187
19787	LOC580151	3.20E-10	0.349511224	0.801	0.714	6.99E-06	ras-related protein Rap-1b isoform X1	spu:580151
17357	LOC575737	0.002553229	0.348858672	0.344	0.3	1	26S proteasome non-ATPase regulatory subunit 4	spu:575737
16947	LOC574998	1.05E-18	0.347615868	0.989	0.939	2.30E-14	40S ribosomal protein S15	spu:574998
22733	LOC586547	0.00040346	0.347504662	0.382	0.314	1	filaggrin isoform X1	spu:586547
21678	LOC584010	0.00033943	0.347329889	0.258	0.183	1	putative Polycomb group protein ASXL2 isoform X1	spu:584010
17887	LOC576708	8.48E-06	0.347228727	0.532	0.458	0.18495251	actin-related protein 3	spu:576708
25614	LOC593241	6.31E-05	0.347043414	0.339	0.256	1	BTB/POZ domain-containing adapter for CUL3-mediated RhoA degradation protein 3	spu:593241
25358	LOC592681	0.000646854	0.345802534	0.301	0.226	1	protein SON	spu:592681
20162	LOC580900	3.20E-07	0.34504512	0.715	0.644	0.006977735	protein enhancer of sevenless 2B	spu:580900
26058	LOC594473	0.000189995	0.344807898	0.263	0.182	1	uncharacterized protein LOC594473	spu:594473
23495	LOC588430	0.001517261	0.344318459	0.446	0.398	1	"type 2 phosphatidylinositol 4,5-bisphosphate 4-phosphatase"	spu:588430
1788	LOC100890600	0.000471095	0.343964241	0.344	0.277	1	tax1-binding protein 1 homolog B	spu:100890600
18659	LOC578074	8.98E-06	0.343911923	0.306	0.205	0.195974997	helicase ARIP4	spu:578074
17481	LOC575959	2.64E-05	0.34382713	0.667	0.645	0.576517239	chromodomain-helicase-DNA-binding protein 1 isoform X1	spu:575959
20588	LOC581725	0.000280156	0.343553438	0.269	0.193	1	FGFR1 oncogene partner 2 homolog	spu:581725
28152	LOC764436	7.35E-21	0.342824432	1	0.967	1.60E-16	NA	NA
18703	LOC578151	1.40E-17	0.34226642	0.984	0.949	3.06E-13	NA	NA
17649	LOC576259	0.000257964	0.341630114	0.376	0.306	1	trithorax group protein osa isoform X2	spu:576259
23766	LOC589085	3.64E-19	0.34092866	1	0.938	7.95E-15	60S ribosomal protein L31	spu:589085
20122	LOC580810	2.25E-08	0.340763165	0.715	0.616	0.000491835	trichohyalin	spu:580810
4045	LOC105436651	2.70E-23	0.340392944	0.995	0.968	5.89E-19	60S ribosomal protein L14-like isoform X1	spu:105436651
24630	LOC591084	3.54E-06	0.337613295	0.661	0.631	0.077193754	histone-lysine N-methyltransferase 2C isoform X11	spu:591084
19851	LOC580278	1.47E-14	0.337190164	0.978	0.895	3.22E-10	mRNA cap guanine-N7 methyltransferase isoform X2	spu:580278
1	ago1	0.000412237	0.337011451	0.274	0.199	1	NA	NA
19251	LOC579194	1.73E-15	0.336868403	0.355	0.153	3.77E-11	tubulin alpha-3 chain isoform X2	spu:579194
20117	LOC580804	1.23E-07	0.335633611	0.763	0.669	0.002692175	heterogeneous nuclear ribonucleoprotein L isoform X2	spu:580804
17002	LOC575094	0.010918475	0.33548045	0.355	0.323	1	E3 ubiquitin-protein ligase RBBP6	spu:575094
19395	LOC579458	0.000987596	0.333509948	0.263	0.199	1	proteasome subunit alpha type-7	spu:579458
16862	LOC574836	0.000364891	0.333249037	0.285	0.206	1	structural maintenance of chromosomes protein 2	spu:574836
25446	LOC592882	3.12E-17	0.333172275	0.978	0.901	6.82E-13	ubiquitin-conjugating enzyme E2 L3	spu:592882
23435	LOC588274	1.15E-06	0.332794942	0.699	0.62	0.025146466	eukaryotic translation initiation factor 4 gamma 3 isoform X1	spu:588274
23012	LOC587222	9.98E-06	0.332678176	0.527	0.455	0.217900208	endoplasmic reticulum-Golgi intermediate compartment protein 3	spu:587222
20705	LOC581926	0.001328742	0.332261613	0.29	0.228	1	proteasome subunit alpha type-4	spu:581926
25319	LOC592596	1.15E-08	0.329636135	0.774	0.702	0.000251183	c-Myc-binding protein isoform X1	spu:592596
5628	LOC105440611	4.46E-05	0.328814932	0.435	0.356	0.972955016	uncharacterized protein LOC105440611	spu:105440611
22495	LOC585998	0.002542431	0.328708003	0.317	0.261	1	LOW QUALITY PROTEIN: peregrin	spu:585998
20326	LOC581196	1.11E-19	0.327201528	0.995	0.94	2.43E-15	40S ribosomal protein S13	spu:581196
25943	LOC594110	7.34E-15	0.325873563	0.984	0.899	1.60E-10	high mobility group protein HMGI-C	spu:594110
18490	LOC577789	0.000400823	0.323642702	0.414	0.355	1	uncharacterized protein LOC577789 isoform X2	spu:577789
16899	LOC574893	4.41E-05	0.323420471	0.473	0.39	0.962578992	activin receptor type-2A	spu:574893
23265	LOC587845	3.46E-05	0.320903929	0.473	0.399	0.755515566	histone demethylase UTY isoform X2	spu:587845
20258	LOC581074	0.000362322	0.319233802	0.602	0.593	1	sorting nexin-2	spu:581074
22098	LOC585046	0.001841539	0.31808116	0.263	0.2	1	protein Jumonji	spu:585046
26123	LOC594639	2.11E-06	0.317827997	0.677	0.619	0.046033166	S-phase kinase-associated protein 1	spu:594639
28361	rpl36	1.36E-18	0.317788785	0.984	0.937	2.97E-14	NA	NA
25441	LOC592873	6.37E-05	0.317231249	0.269	0.178	1	protein TANC1 isoform X1	spu:592873
23823	LOC589211	0.000136207	0.316710662	0.387	0.312	1	metastasis-associated protein MTA3 isoform X1	spu:589211
24891	LOC591699	0.000348155	0.314930207	0.392	0.33	1	myeloid leukemia factor 2 isoform X1	spu:591699
19504	LOC579661	0.001509936	0.314442122	0.253	0.188	1	ubiquitin carboxyl-terminal hydrolase 8	spu:579661
27295	LOC756235	0.000174989	0.314221845	0.516	0.452	1	NA	NA
22397	LOC585740	0.000494044	0.31333312	0.446	0.399	1	uncharacterized protein LOC585740	spu:585740
16777	LOC574677	5.77E-05	0.31198925	0.608	0.574	1	mesoderm induction early response protein 1 isoform X1	spu:574677
755	LOC100888952	0.009291639	0.311535083	0.392	0.384	1	"NADH dehydrogenase [ubiquinone] iron-sulfur protein 4, mitochondrial"	spu:100888952
20393	LOC581333	0.015168127	0.309521291	0.296	0.261	1	SRSF protein kinase 3 isoform X1	spu:581333
27443	LOC756959	1.10E-05	0.308883464	0.274	0.169	0.240588051	calsyntenin-1	spu:756959
18438	LOC577686	0.002546993	0.308839796	0.473	0.45	1	uncharacterized protein DDB_G0284459 isoform X2	spu:577686
18963	LOC578637	6.63E-05	0.308706788	0.554	0.47	1	transcription factor AP-4	spu:578637
22007	LOC584812	1.68E-12	0.307419396	0.984	0.933	3.67E-08	40S ribosomal protein S7	spu:584812
23377	LOC588126	0.000515121	0.306827717	0.43	0.38	1	splicing factor U2AF 50 kDa subunit isoform X1	spu:588126
28232	LOC764718	0.004654498	0.304136561	0.355	0.304	1	ADP-ribosylation factor-like protein 8B-A	spu:764718
26130	LOC594653	0.005482249	0.303482424	0.328	0.282	1	transcriptional adapter 3	spu:594653
16698	LOC548618	0.027605789	0.302492707	0.333	0.316	1	methionine adenosyltransferase	spu:548618
16978	LOC575056	3.47E-06	0.302245422	0.731	0.672	0.075757957	40S ribosomal protein S3a	spu:575056
19036	LOC578794	7.32E-18	0.302176025	1	0.961	1.60E-13	40S ribosomal protein S27-like isoform X1	spu:578794
26936	LOC754356	2.05E-06	0.301381073	0.629	0.548	0.044780863	small nuclear ribonucleoprotein Sm D2	spu:754356
19728	LOC580047	9.57E-05	0.300101822	0.511	0.431	1	histone-lysine N-methyltransferase NSD2	spu:580047
457	LOC100888466	0.000925384	0.298568896	0.29	0.218	1	uncharacterized protein LOC100888466	spu:100888466
26457	LOC752750	0.004003599	0.297948731	0.296	0.241	1	"membrane-associated guanylate kinase, WW and PDZ domain-containing protein 2 isoform X1"	spu:752750
5872	LOC105441313	5.09E-05	0.297297895	0.683	0.612	1	NA	NA
25954	LOC594147	0.000686307	0.296853876	0.538	0.512	1	charged multivesicular body protein 4b	spu:594147
24960	LOC591819	0.057419913	0.296373204	0.301	0.286	1	alpha-centractin	spu:591819
7705	LOC105446174	0.000534463	0.296341399	0.382	0.316	1	NA	NA
25820	LOC593797	0.000233179	0.29435964	0.344	0.258	1	aspartyl/asparaginyl beta-hydroxylase isoform X1	spu:593797
19637	LOC579892	0.021525526	0.293626061	0.366	0.35	1	proteasome maturation protein isoform X1	spu:579892
24344	LOC590415	0.001795434	0.291194031	0.296	0.229	1	transmembrane protein 131 isoform X1	spu:590415
18763	LOC578262	0.000690138	0.290351942	0.543	0.51	1	thioredoxin-like protein 4A	spu:578262
18467	LOC577738	2.55E-05	0.290264371	0.769	0.691	0.55579668	NA	NA
18607	LOC577982	4.76E-13	0.289620901	0.989	0.92	1.04E-08	ubiquitin-like protein FUBI	spu:577982
16959	LOC575016	0.003939189	0.288782054	0.253	0.192	1	uncharacterized protein LOC575016 isoform X1	spu:575016
24754	LOC591397	0.001934436	0.288463683	0.419	0.371	1	eukaryotic translation initiation factor 3 subunit B	spu:591397
22808	LOC586718	0.020830528	0.287398105	0.328	0.302	1	eukaryotic translation initiation factor 3 subunit G isoform X2	spu:586718
16730	LOC574574	1.44E-06	0.286141356	0.892	0.824	0.031386223	LOW QUALITY PROTEIN: 60S ribosomal protein L7a	spu:574574
4347	LOC105437454	0.013373145	0.285338549	0.253	0.206	1	NA	NA
21195	LOC582927	0.000149895	0.285248142	0.36	0.272	1	cleft lip and palate transmembrane protein 1 homolog	spu:582927
17500	LOC576006	0.000250671	0.285160242	0.527	0.482	1	"ATP synthase subunit delta, mitochondrial"	spu:576006
18067	LOC577040	8.46E-15	0.283582562	1	0.962	1.85E-10	40S ribosomal protein S16	spu:577040
