	Row.names	T8_LG_p_val	T8_LG_avg_logFC	T8_LG_pct.1	T8_LG_pct.2	T8_LG_p_val_adj	keggList..spu..	ID
18979	LOC578637	0.000274443	0.561735929	0.783	0.488	1	transcription factor AP-4	spu:578637
16585	LOC373347	3.29E-08	0.561328556	0.261	0.04	0.000718204	late histone H2B.L1	spu:373347
24771	LOC591389	0.006777022	0.560967336	0.348	0.176	1	SLAIN motif-containing protein 2 isoform X1	spu:591389
21264	LOC583036	0.010774213	0.560716076	0.391	0.218	1	aprataxin and PNK-like factor isoform X1	spu:583036
20548	LOC581608	0.001859142	0.560438057	0.609	0.4	1	NA	NA
25003	LOC591855	0.000216106	0.559051479	0.522	0.247	1	PWWP domain-containing protein 2A isoform X1	spu:591855
24785	LOC591417	0.003548856	0.558350103	0.304	0.126	1	cubilin	spu:591417
25464	LOC592873	0.002614071	0.558042997	0.391	0.188	1	protein TANC1 isoform X1	spu:592873
646	LOC100888754	0.000286432	0.557441704	0.478	0.215	1	uncharacterized protein LOC100888754 isoform X1	spu:100888754
6495	LOC105442885	0.000903229	0.556081724	0.391	0.169	1	NA	NA
7986	LOC105446820	0.000169282	0.556070707	0.304	0.094	1	NA	NA
26339	LOC752324	0.002213823	0.555629879	0.261	0.092	1	HMG box transcription factor BBX	spu:752324
27967	LOC763682	0.004415724	0.555038875	0.391	0.202	1	ankyrin repeat domain-containing protein 17 isoform X1	spu:763682
19894	LOC580332	0.040891949	0.55402489	0.435	0.304	1	leucine-rich repeats and immunoglobulin-like domains protein 3	spu:580332
17183	LOC575375	0.001600495	0.553304329	0.261	0.09	1	serine/threonine-protein kinase D3 isoform X1	spu:575375
26903	LOC754171	0.021825739	0.552216908	0.435	0.293	1	prosaposin	spu:754171
17091	LOC575207	0.000677574	0.551864883	0.652	0.434	1	C-terminal-binding protein 1 isoform X1	spu:575207
20190	LOC580923	0.000145895	0.551298616	0.957	0.679	1	"RNA-binding motif protein, X chromosome isoform X1"	spu:580923
308	LOC100888204	0.022603802	0.551248138	0.304	0.157	1	uncharacterized protein LOC100888204 isoform X1	spu:100888204
24499	LOC590723	6.01E-06	0.550262826	0.304	0.072	0.131210346	nucleolar protein 10	spu:590723
18571	LOC577887	1.46E-05	0.549469819	0.913	0.65	0.319654569	dnaJ homolog subfamily A member 2	spu:577887
25906	LOC593945	0.001147349	0.549388693	0.478	0.246	1	tax1-binding protein 1 homolog B	spu:593945
981	LOC100889292	9.79E-09	0.54770965	0.261	0.038	0.00021368	HD domain-containing protein 2-like	spu:100889292
18811	LOC578329	0.000482869	0.547567586	0.652	0.385	1	E3 ubiquitin-protein ligase TRIP12	spu:578329
1752	LOC100890532	0.038782018	0.547499151	0.304	0.178	1	NA	NA
21695	LOC584010	0.003843877	0.547283653	0.348	0.164	1	putative Polycomb group protein ASXL2 isoform X1	spu:584010
18651	LOC578026	0.022210843	0.546935567	0.261	0.127	1	GON-4-like protein	spu:578026
17971	LOC576820	0.000576777	0.546725605	0.348	0.131	1	la-related protein 6	spu:576820
20590	LOC581703	0.000759374	0.545740344	0.609	0.371	1	"NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 9, mitochondrial"	spu:581703
24442	LOC590604	0.001181973	0.545679522	0.391	0.17	1	fatty acid hydroxylase domain-containing protein 2	spu:590604
25405	LOC592743	0.003509066	0.54375125	0.478	0.278	1	E3 ubiquitin-protein ligase HECTD1 isoform X1	spu:592743
20178	LOC580900	0.000108626	0.541757709	0.913	0.695	1	protein enhancer of sevenless 2B	spu:580900
4253	LOC105437158	0.005247011	0.541369302	0.304	0.132	1	NA	NA
1101	LOC100889482	1.35E-05	0.541289168	0.304	0.077	0.293564393	NA	NA
18450	LOC577677	0.023421602	0.540969841	0.304	0.164	1	forkhead box protein P1 isoform X1	spu:577677
4374	LOC105437488	0.000522264	0.540911569	0.783	0.512	1	uncharacterized protein LOC105437488	spu:105437488
19043	LOC578781	0.00067726	0.539897843	0.565	0.308	1	supervillin isoform X1	spu:578781
26832	LOC753950	4.34E-06	0.539791027	0.304	0.07	0.094622256	NA	NA
17329	LOC575659	0.000306506	0.539047793	0.826	0.613	1	la-related protein 1B	spu:575659
26729	LOC753630	0.000243491	0.538638255	0.304	0.097	1	NA	NA
21690	LOC584001	2.21E-05	0.53828914	0.348	0.099	0.481707623	mediator of RNA polymerase II transcription subunit 12 isoform X1	spu:584001
22554	LOC586089	0.003515494	0.537975665	0.304	0.127	1	"28S ribosomal protein S26, mitochondrial"	spu:586089
18829	LOC578356	0.000394534	0.537694657	0.348	0.125	1	apoptosis-stimulating of p53 protein 1 isoform X1	spu:578356
24938	LOC591744	0.000346633	0.537138987	0.435	0.185	1	PR domain zinc finger protein 10 isoform X1	spu:591744
22204	LOC585260	0.012751325	0.536508092	0.348	0.188	1	LOW QUALITY PROTEIN: transcriptional repressor protein YY1	spu:585260
21826	LOC584338	0.004882595	0.535867037	0.565	0.372	1	LOW QUALITY PROTEIN: splicing regulatory glutamine/lysine-rich protein 1	spu:584338
18242	LOC577322	0.001737707	0.534591675	0.391	0.177	1	RRP15-like protein	spu:577322
25629	LOC593222	8.50E-05	0.534540146	0.957	0.944	1	NA	NA
22440	LOC585814	0.012543065	0.53412641	0.261	0.115	1	"centriole, cilia and spindle-associated protein isoform X2"	spu:585814
3561	LOC100893545	0.000394944	0.533626895	0.435	0.189	1	sin3 histone deacetylase corepressor complex component SDS3 isoform X1	spu:100893545
21140	LOC582795	0.003973362	0.532719131	0.696	0.556	1	protein CASC1 isoform X1	spu:582795
2856	LOC100892343	0.036914573	0.532192706	0.304	0.178	1	NA	NA
26875	LOC754092	0.004120113	0.53217448	0.348	0.164	1	kinesin-like protein KIF2A isoform X1	spu:754092
559	LOC100888616	0.000346307	0.531417643	0.261	0.075	1	protein strawberry notch homolog 1	spu:100888616
19867	LOC580278	6.32E-05	0.530598804	1	0.848	1	mRNA cap guanine-N7 methyltransferase isoform X2	spu:580278
22700	LOC586437	0.003086438	0.528878986	0.609	0.424	1	pygopus homolog 2	spu:586437
25116	LOC592111	0.030924476	0.528683277	0.304	0.169	1	uncharacterized protein LOC592111 isoform X1	spu:592111
187	LOC100887999	0.000841952	0.528617562	0.304	0.11	1	uncharacterized protein LOC100887999	spu:100887999
24649	LOC591078	2.73E-05	0.527542231	0.957	0.693	0.596834048	uncharacterized protein LOC591078	spu:591078
20160	LOC580859	0.001707362	0.527414137	0.478	0.25	1	hornerin isoform X1	spu:580859
22071	LOC584932	6.00E-05	0.526660181	0.391	0.131	1	glucoside xylosyltransferase 1 isoform X1	spu:584932
963	LOC100889261	0.000345187	0.526218745	0.304	0.099	1	uncharacterized protein LOC100889261	spu:100889261
19262	LOC579180	0.002329481	0.524146424	0.391	0.184	1	"methylcrotonoyl-CoA carboxylase beta chain, mitochondrial"	spu:579180
22080	LOC584954	0.008098684	0.524125242	0.522	0.349	1	"cytochrome b-c1 complex subunit 2, mitochondrial"	spu:584954
21834	LOC584359	0.000100188	0.524002355	0.826	0.492	1	chromatin assembly factor 1 subunit A isoform X3	spu:584359
420	LOC100888387	0.000437229	0.523873785	0.391	0.158	1	uncharacterized protein LOC100888387 isoform X1	spu:100888387
23593	LOC588637	0.003223537	0.523067217	0.348	0.152	1	E3 ubiquitin-protein ligase MARCH11	spu:588637
7051	LOC105444418	0.024104099	0.522992893	0.435	0.297	1	NA	NA
23944	LOC589456	0.01290156	0.522810701	0.261	0.114	1	zeta-sarcoglycan	spu:589456
20560	LOC581644	4.32E-06	0.522623713	0.261	0.053	0.094352228	KRR1 small subunit processome component homolog	spu:581644
21708	LOC584036	3.00E-06	0.521557978	0.261	0.052	0.065574379	putative E3 ubiquitin-protein ligase UNKL isoform X1	spu:584036
16621	LOC373418	0.000319833	0.52150221	1	0.868	1	ras-related protein ORAB-1 isoform X2	spu:373418
19563	LOC579727	0.000916854	0.520329374	0.304	0.107	1	probable ATP-dependent RNA helicase DDX31	spu:579727
17830	LOC576570	1.58E-06	0.519903164	0.565	0.199	0.034486654	ELAV-like protein 3 isoform X4	spu:576570
19908	LOC580362	0.000469931	0.519087933	0.304	0.102	1	RNA polymerase II-associated factor 1 homolog	spu:580362
19536	LOC579681	0.01004197	0.518860452	0.391	0.216	1	UBX domain-containing protein 1	spu:579681
20202	LOC580943	2.79E-05	0.518858968	0.957	0.751	0.609320221	structural maintenance of chromosomes protein 1A	spu:580943
19062	LOC578812	0.000303346	0.518392771	0.261	0.075	1	NA	NA
19743	LOC580046	0.001790429	0.51831625	0.609	0.414	1	translocation protein SEC62	spu:580046
3745	LOC100893841	0.001051649	0.518278518	0.261	0.086	1	NA	NA
25250	LOC592405	0.002013667	0.517898	0.304	0.119	1	pre-rRNA-processing protein TSR2 homolog	spu:592405
21750	LOC584144	0.000627509	0.517231503	0.348	0.13	1	DNA-directed RNA polymerase I subunit RPA34	spu:584144
23877	LOC589286	0.001131029	0.516708109	0.522	0.289	1	CD151 antigen	spu:589286
6	eif4a	0.014450568	0.516028134	0.478	0.307	1	NA	NA
26527	LOC752889	0.122171471	0.515447602	0.304	0.203	1	ADP-ribosylation factor-like protein 3	spu:752889
24511	LOC590747	4.61E-05	0.514785366	0.304	0.084	1	U4/U6 small nuclear ribonucleoprotein Prp4	spu:590747
27353	LOC756386	3.58E-05	0.514670273	0.304	0.081	0.780255394	uncharacterized protein LOC756386	spu:756386
21642	LOC583876	0.009946532	0.514328645	0.304	0.14	1	LOW QUALITY PROTEIN: repressor of RNA polymerase III transcription MAF1 homolog	spu:583876
17659	LOC576243	0.000132698	0.514022968	0.565	0.277	1	LOW QUALITY PROTEIN: neurogenic protein mastermind	spu:576243
22291	LOC585458	0.001026669	0.513674618	0.391	0.168	1	"39S ribosomal protein L12, mitochondrial"	spu:585458
27910	LOC763491	0.000628758	0.513590228	0.261	0.079	1	"protein O-linked-mannose beta-1,2-N-acetylglucosaminyltransferase 1"	spu:763491
24842	LOC591551	0.000112757	0.513480657	0.348	0.114	1	tRNA pseudouridine synthase A	spu:591551
17376	LOC575737	0.004295195	0.512875422	0.522	0.33	1	26S proteasome non-ATPase regulatory subunit 4	spu:575737
25744	LOC593535	0.009973925	0.512390796	0.609	0.447	1	transmembrane protein 59 isoform X1	spu:593535
25149	LOC592188	0.013271638	0.511760384	0.261	0.117	1	NA	NA
20002	LOC580534	0.001600625	0.510615295	0.304	0.114	1	partitioning defective 3 homolog isoform X1	spu:580534
4360	LOC105437454	0.000328314	0.509578472	0.435	0.185	1	NA	NA
25098	LOC592065	0.000344347	0.508932714	1	0.824	1	plasminogen activator inhibitor 1 RNA-binding protein isoform X1	spu:592065
17617	LOC576173	0.001510391	0.508805882	0.304	0.113	1	fragile X mental retardation syndrome-related protein 1	spu:576173
20268	LOC581062	0.000293577	0.508379363	0.739	0.478	1	trinucleotide repeat-containing gene 6C protein isoform X1	spu:581062
21637	LOC583865	0.000417934	0.50834207	0.609	0.358	1	histone deacetylase complex subunit SAP30L	spu:583865
25839	LOC593785	0.000842149	0.508296263	0.391	0.164	1	islet cell autoantigen 1 isoform X1	spu:593785
25936	LOC594026	0.00262884	0.507516915	0.609	0.386	1	structural maintenance of chromosomes protein 3	spu:594026
7	GCF1	0.006448904	0.507452926	0.348	0.17	1	NA	NA
16609	LOC373385	0.000641108	0.50706785	0.304	0.104	1	myc protein	spu:373385
17977	LOC576830	0.000631708	0.505934533	0.565	0.313	1	26S proteasome regulatory subunit 6A-B	spu:576830
6115	LOC105441897	0.007540697	0.503975864	0.348	0.168	1	protein piccolo-like	spu:105441897
23259	LOC587789	0.003465865	0.502712736	0.609	0.422	1	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 6	spu:587789
20391	LOC581297	0.074240004	0.50260237	0.435	0.31	1	prosaposin	spu:581297
27468	LOC756959	6.57E-05	0.502144228	0.391	0.129	1	calsyntenin-1	spu:756959
2057	LOC100891046	0.021170677	0.501685784	0.304	0.161	1	proline-rich receptor-like protein kinase PERK8	spu:100891046
24593	LOC590942	0.002284897	0.501456074	0.652	0.451	1	26S proteasome non-ATPase regulatory subunit 6	spu:590942
18423	LOC577635	0.000807716	0.501065427	0.739	0.59	1	eukaryotic translation initiation factor 4 gamma 2 isoform X1	spu:577635
20313	LOC581150	0.02775607	0.500791267	0.304	0.172	1	RNA-binding protein 25 isoform X1	spu:581150
26148	LOC594644	0.000814183	0.500272261	0.261	0.083	1	serine/threonine-protein phosphatase 4 catalytic subunit isoform X2	spu:594644
22033	LOC584839	6.71E-06	0.499841711	1	0.977	0.146526843	ubiquitin isoform X1	spu:584839
20066	LOC580666	9.69E-05	0.499305619	0.304	0.088	1	"28S ribosomal protein S11, mitochondrial"	spu:580666
19564	LOC579728	0.000755507	0.499192968	0.435	0.192	1	uncharacterized protein LOC579728	spu:579728
16602	LOC373367	0.001157567	0.499155727	0.478	0.246	1	integrin beta G subunit	spu:373367
24812	LOC591477	0.002752949	0.498622964	0.783	0.75	1	protein PRRC2C isoform X1	spu:591477
17817	LOC576541	0.001393872	0.498016221	0.261	0.088	1	NA	NA
25795	LOC593673	1.08E-05	0.497489348	0.261	0.056	0.236442883	THO complex subunit 5 homolog A isoform X2	spu:593673
20273	LOC581071	0.023820473	0.49675238	0.478	0.356	1	PAX3- and PAX7-binding protein 1 isoform X1	spu:581071
21570	LOC583717	3.74E-05	0.49661861	0.304	0.08	0.816955992	U3 small nucleolar ribonucleoprotein protein IMP4	spu:583717
20605	LOC581725	0.051727241	0.496586225	0.304	0.183	1	FGFR1 oncogene partner 2 homolog	spu:581725
19578	LOC579752	0.00448165	0.496484557	0.391	0.203	1	signal recognition particle 19 kDa protein	spu:579752
26288	LOC752175	0.013030534	0.496191468	0.261	0.114	1	probable palmitoyltransferase ZDHHC1 isoform X2	spu:752175
25951	LOC594068	0.075928317	0.495757193	0.304	0.192	1	pre-mRNA-processing factor 6	spu:594068
17945	LOC576779	0.009030396	0.495487333	0.522	0.33	1	cyclin B	spu:576779
27279	LOC755970	0.00050031	0.494864146	0.957	0.81	1	NA	NA
18256	LOC577346	0.021348271	0.493319159	0.522	0.373	1	serine/threonine-protein phosphatase 2A 56 kDa regulatory subunit delta isoform isoform X2	spu:577346
20430	LOC581376	1.26E-06	0.492199018	1	0.994	0.027564165	14-3-3 family protein artA isoform X1	spu:581376
27929	LOC763547	0.000335363	0.491778382	0.87	0.687	1	Na(+)/H(+) exchange regulatory cofactor NHE-RF1 isoform X1	spu:763547
6028	LOC105441718	0.002484551	0.491344809	0.348	0.148	1	intersectin-1 isoform X1	spu:105441718
26718	LOC753603	7.05E-05	0.490782533	0.304	0.084	1	uncharacterized protein LOC753603	spu:753603
20133	LOC580804	0.000404025	0.490356118	0.87	0.665	1	heterogeneous nuclear ribonucleoprotein L isoform X2	spu:580804
25323	LOC592564	0.007909655	0.490273261	0.391	0.21	1	rho GTPase-activating protein 17 isoform X2	spu:592564
23164	LOC587575	0.003700971	0.489807422	0.565	0.341	1	eukaryotic translation initiation factor 3 subunit K	spu:587575
25670	LOC593355	2.66E-08	0.484343211	0.261	0.039	0.000580582	calumenin-A	spu:593355
28258	LOC764718	0.015300452	0.483545528	0.435	0.277	1	ADP-ribosylation factor-like protein 8B-A	spu:764718
26793	LOC753847	0.037433987	0.483380462	0.522	0.413	1	NA	NA
18253	LOC577340	0.02889162	0.48289526	0.304	0.17	1	centrosomal protein of 83 kDa isoform X1	spu:577340
17037	LOC575126	0.003817908	0.481703043	0.435	0.224	1	nucleolar GTP-binding protein 1	spu:575126
17999	LOC576872	0.006507421	0.481470608	0.348	0.164	1	protein SREK1IP1	spu:576872
3946	LOC105436394	8.94E-05	0.481368072	1	0.942	1	40S ribosomal protein S18	spu:105436394
26081	LOC594473	0.002294879	0.481131261	0.348	0.154	1	uncharacterized protein LOC594473	spu:594473
17371	LOC575732	2.86E-05	0.480656732	1	0.815	0.624700283	"selenide, water dikinase"	spu:575732
18333	LOC577472	0.000403508	0.480006438	0.304	0.1	1	"isoleucine--tRNA ligase, cytoplasmic"	spu:577472
20415	LOC581345	7.42E-05	0.479396862	0.261	0.065	1	integrin-linked protein kinase	spu:581345
22763	LOC586569	0.000218123	0.479168877	0.304	0.094	1	NA	NA
2389	LOC100891562	0.013503417	0.478711011	0.261	0.116	1	uncharacterized protein LOC100891562	spu:100891562
17906	LOC576708	0.002839273	0.47834613	0.696	0.495	1	actin-related protein 3	spu:576708
19588	LOC579772	0.002625119	0.473112039	0.348	0.152	1	arginine-glutamic acid dipeptide repeats protein	spu:579772
7258	LOC105444940	0.004053867	0.473014278	0.304	0.129	1	NA	NA
27310	LOC756179	0.008837392	0.472764959	0.696	0.628	1	coiled-coil domain-containing protein 85C isoform X2	spu:756179
1436	LOC100890029	0.003383082	0.472451555	0.261	0.096	1	transforming growth factor beta receptor type 3	spu:100890029
16796	LOC574677	0.001016143	0.47215733	0.783	0.625	1	mesoderm induction early response protein 1 isoform X1	spu:574677
19765	LOC580082	0.000543336	0.471912521	0.348	0.131	1	uncharacterized protein LOC580082	spu:580082
19744	LOC580047	0.002174454	0.471525287	0.696	0.466	1	histone-lysine N-methyltransferase NSD2	spu:580047
24478	LOC590681	0.00023783	0.471236979	0.478	0.206	1	probable palmitoyltransferase ZDHHC12	spu:590681
27574	LOC762362	0.004004423	0.471194224	0.435	0.225	1	cell death regulator Aven	spu:762362
27354	LOC756388	0.000347606	0.470386342	0.261	0.076	1	NA	NA
17758	LOC576435	0.005564789	0.470089984	0.304	0.131	1	protein fem-1 homolog C	spu:576435
6808	LOC105443738	0.002232247	0.470045765	0.391	0.177	1	NA	NA
26884	LOC754111	0.041719584	0.469102394	0.304	0.177	1	probable RNA-binding protein 19	spu:754111
19435	LOC579498	0.007809471	0.468560193	0.391	0.215	1	pecanex-like protein 1	spu:579498
23846	LOC589213	0.02314359	0.467415186	0.348	0.197	1	AT-rich interactive domain-containing protein 2	spu:589213
20888	LOC582239	0.000334665	0.466910927	0.261	0.075	1	general vesicular transport factor p115	spu:582239
1711	LOC100890471	0.000606853	0.466665661	0.261	0.081	1	uncharacterized protein LOC100890471	spu:100890471
19209	LOC579085	0.034619982	0.466552921	0.565	0.483	1	"ATP synthase subunit gamma, mitochondrial"	spu:579085
24182	LOC589977	0.010040494	0.466333376	0.435	0.252	1	corepressor interacting with RBPJ 1	spu:589977
18044	LOC576972	0.000408974	0.466004908	0.261	0.077	1	signal peptide peptidase-like 2B isoform X1	spu:576972
1443	LOC100890040	0.00363759	0.463242745	0.826	0.791	1	lysosomal-associated transmembrane protein 4A	spu:100890040
20129	LOC580795	0.019250492	0.463199968	0.391	0.24	1	serine/threonine-protein phosphatase 2A 56 kDa regulatory subunit epsilon isoform isoform X2	spu:580795
26858	LOC754030	0.016789717	0.463144633	0.304	0.152	1	uncharacterized protein ZK1073.1-like isoform X1	spu:754030
20338	LOC581190	0.004635255	0.463001363	0.783	0.596	1	"eukaryotic translation initiation factor 1A, Y-chromosomal"	spu:581190
21551	LOC583678	0.000852604	0.461446126	0.391	0.167	1	MLX-interacting protein isoform X3	spu:583678
24286	LOC590220	3.38E-06	0.461431282	1	0.973	0.073743239	NA	NA
28386	pabp	0.000716959	0.461012153	0.391	0.16	1	NA	NA
23693	LOC588860	0.016406245	0.460683101	0.478	0.319	1	translocation protein SEC63 homolog	spu:588860
20123	LOC580779	0.003179216	0.460167391	0.478	0.254	1	vesicle-associated membrane protein-associated protein A	spu:580779
20079	LOC580685	0.000312736	0.459001852	0.304	0.095	1	serine/threonine-protein kinase 40	spu:580685
22718	LOC586471	0.033777922	0.458577884	0.478	0.36	1	integrator complex subunit 3 homolog isoform X1	spu:586471
17878	LOC576664	0.007561966	0.458076832	0.696	0.609	1	THO complex subunit 4-A	spu:576664
20431	LOC581380	0.001305727	0.458060371	0.348	0.144	1	pre-mRNA-splicing factor ATP-dependent RNA helicase PRP16	spu:581380
21056	LOC582593	0.000518307	0.457527547	0.261	0.079	1	cullin-5	spu:582593
3	ags	0.008624689	0.457043203	0.261	0.109	1	NA	NA
27961	LOC763660	0.001066378	0.456994341	0.348	0.138	1	pre-mRNA-splicing factor ATP-dependent RNA helicase DHX16	spu:763660
18221	LOC577291	0.000316801	0.455981308	0.261	0.074	1	mitogen-activated protein kinase kinase kinase 2	spu:577291
18732	LOC578181	0.002516654	0.455381991	0.565	0.347	1	"beta-1,3-N-acetylglucosaminyltransferase radical fringe isoform X1"	spu:578181
894	LOC100889154	0.016104105	0.455203459	0.348	0.183	1	NA	NA
23168	LOC587580	0.000913577	0.454830374	0.348	0.134	1	NA	NA
24507	LOC590739	0.00690621	0.454588456	0.261	0.102	1	NA	NA
25316	LOC592547	0.006362943	0.454035748	0.304	0.134	1	dnaJ homolog subfamily B member 12	spu:592547
19199	LOC579068	0.007308144	0.45207759	0.348	0.173	1	ketimine reductase mu-crystallin isoform X1	spu:579068
18020	LOC576917	0.012031442	0.451840181	0.261	0.113	1	"39S ribosomal protein L46, mitochondrial"	spu:576917
3097	LOC100892783	0.00225132	0.451746226	0.522	0.286	1	neurofilament heavy polypeptide isoform X1	spu:100892783
18124	LOC577120	0.006112351	0.451675956	0.304	0.132	1	THAP domain-containing protein 5	spu:577120
18157	LOC577170	0.013956571	0.450918842	0.391	0.228	1	amphiphysin	spu:577170
17114	LOC575255	0.038746821	0.450000288	0.348	0.216	1	ras-related protein Rab-35 isoform X2	spu:575255
21845	LOC584374	0.001368663	0.449309891	0.304	0.113	1	forkhead box protein biniou	spu:584374
18803	LOC578315	0.023993203	0.449289982	0.348	0.199	1	hepatocyte growth factor-regulated tyrosine kinase substrate	spu:578315
19826	LOC580191	0.007049298	0.448472728	0.522	0.34	1	src kinase-associated phosphoprotein 2-A	spu:580191
18188	LOC577224	0.034671123	0.448153119	0.565	0.465	1	CREB-binding protein isoform X5	spu:577224
20770	LOC582022	0.006894424	0.447978774	0.348	0.165	1	serine/threonine-protein kinase N2 isoform X1	spu:582022
19223	LOC579108	0.258810422	0.44790991	0.348	0.291	1	serine/arginine repetitive matrix protein 2	spu:579108
28388	rngi	0.00124281	0.447026152	0.391	0.171	1	NA	NA
23358	LOC588038	0.013634529	0.446997674	0.522	0.352	1	actin-related protein 2/3 complex subunit 4	spu:588038
19419	LOC579470	0.022706841	0.445736488	0.565	0.407	1	lysine-specific demethylase 4A isoform X1	spu:579470
8212	LOC105447468	0.009392041	0.445571864	0.522	0.344	1	NA	NA
25175	LOC592234	0.038703082	0.445365936	0.391	0.25	1	uncharacterized protein C19orf47 homolog isoform X2	spu:592234
24278	LOC590203	2.45E-07	0.445144856	1	1	0.005344867	guanine nucleotide-binding protein subunit beta isoform X7	spu:590203
18047	LOC576978	0.014263938	0.444351382	0.435	0.261	1	putative leucine-rich repeat-containing protein DDB_G0290503 isoform X1	spu:576978
20309	LOC581143	0.000276543	0.442460403	0.957	0.908	1	small nuclear ribonucleoprotein-associated protein B'	spu:581143
28187	LOC764466	0.007118076	0.442119196	0.261	0.107	1	pleckstrin homology domain-containing family D member 1	spu:764466
23406	LOC588152	0.083268723	0.441299175	0.261	0.154	1	rho GTPase-activating protein 35 isoform X1	spu:588152
522	LOC100888549	0.01309965	0.441224583	0.478	0.297	1	protein cramped-like	spu:100888549
19911	LOC580369	0.000630478	0.440571087	0.913	0.651	1	"cytochrome b-c1 complex subunit Rieske, mitochondrial"	spu:580369
24366	LOC590415	0.040667063	0.440444112	0.348	0.211	1	transmembrane protein 131 isoform X1	spu:590415
28032	LOC763855	0.001739395	0.43980268	0.261	0.09	1	NA	NA
20633	LOC581772	0.006002836	0.439476055	0.522	0.326	1	ubiquitin-conjugating enzyme E2 Q1	spu:581772
24590	LOC590938	0.060645253	0.439193786	0.261	0.146	1	"phosphatidylinositol 3,4,5-trisphosphate 3-phosphatase and dual-specificity protein phosphatase PTEN"	spu:590938
185	LOC100887997	0.09217896	0.438973679	0.391	0.279	1	"phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit alpha isoform"	spu:100887997
23633	LOC588704	0.001117881	0.438946421	0.261	0.085	1	serine/threonine-protein kinase tousled-like 2	spu:588704
20854	LOC582174	0.028201179	0.43891189	0.565	0.436	1	A-kinase anchor protein 9 isoform X1	spu:582174
24000	LOC589574	0.005697634	0.436953633	0.565	0.369	1	U2 snRNP-associated SURP motif-containing protein	spu:589574
19904	LOC580357	0.02056547	0.435904859	0.261	0.124	1	condensin complex subunit 2	spu:580357
27996	LOC763774	0.008820071	0.435177819	0.304	0.138	1	E3 ubiquitin-protein ligase TRAIP	spu:763774
24043	LOC589683	0.025215783	0.434920705	0.565	0.427	1	telomerase-binding protein EST1A	spu:589683
24003	LOC589579	0.051647192	0.434857913	0.304	0.185	1	E3 ubiquitin-protein ligase ARIH2	spu:589579
26103	LOC594523	0.014630372	0.434453943	0.304	0.149	1	coiled-coil-helix-coiled-coil-helix domain-containing protein 1	spu:594523
25554	LOC593053	0.061817915	0.434225292	0.348	0.226	1	"alpha-1,6-mannosyl-glycoprotein 2-beta-N-acetylglucosaminyltransferase"	spu:593053
16843	LOC574763	0.113609592	0.433293725	0.261	0.17	1	DCN1-like protein 5 isoform X1	spu:574763
23433	LOC588209	0.04757722	0.432708442	0.261	0.143	1	NA	NA
1520	LOC100890167	0.016980419	0.431934804	0.261	0.118	1	trichohyalin isoform X1	spu:100890167
4047	LOC105436617	0.002505845	0.431743201	0.261	0.094	1	zinc finger protein 507	spu:105436617
18929	LOC578545	0.003461709	0.431411388	0.304	0.122	1	protein canopy homolog 4 isoform X1	spu:578545
445	LOC100888437	0.016620781	0.431216748	0.261	0.119	1	uncharacterized protein LOC100888437	spu:100888437
18400	LOC577602	0.001326993	0.431029598	0.304	0.112	1	uncharacterized protein LOC577602	spu:577602
5730	LOC105440870	0.001582115	0.430600036	0.304	0.112	1	pre-mRNA-splicing factor SLU7	spu:105440870
23409	LOC588157	4.86E-06	0.430538594	1	0.997	0.106042819	60S ribosomal protein L23a	spu:588157
25304	LOC592512	0.017009917	0.429972192	0.261	0.121	1	ubiquitin-protein ligase E3C	spu:592512
959	LOC100889254	0.000849169	0.428675182	0.261	0.081	1	protein SPT2 homolog	spu:100889254
28385	NSF	0.002494699	0.428119561	0.348	0.149	1	NA	NA
22585	LOC586167	0.041495535	0.427309882	0.739	0.645	1	nucleolar protein dao-5 isoform X1	spu:586167
25528	LOC592992	0.032468489	0.427162315	0.478	0.336	1	structural maintenance of chromosomes protein 4 isoform X1	spu:592992
20541	LOC581595	0.001301886	0.426155497	0.261	0.085	1	NA	NA
22600	LOC586206	0.01528687	0.426111097	0.261	0.116	1	AMMECR1-like protein	spu:586206
17047	LOC575138	0.074238699	0.425492087	0.261	0.152	1	signal recognition particle 54 kDa protein isoform X1	spu:575138
6278	LOC105442302	0.010298259	0.425207168	0.435	0.259	1	proteoglycan 4-like	spu:105442302
23402	LOC588147	0.001749612	0.424509214	0.261	0.088	1	choline transporter-like protein 2 isoform X1	spu:588147
7963	LOC105446766	0.073317099	0.424418956	0.261	0.153	1	NA	NA
22303	LOC585494	0.002530307	0.424299985	0.304	0.118	1	ubiquitin carboxyl-terminal hydrolase 16	spu:585494
27064	LOC754815	0.001037889	0.421934566	0.261	0.082	1	eukaryotic translation initiation factor 3 subunit E	spu:754815
16758	LOC574601	0.002835583	0.421804694	0.696	0.457	1	T-complex protein 1 subunit gamma	spu:574601
20604	LOC581723	0.009113069	0.421515822	0.522	0.331	1	regulator of nonsense transcripts 1	spu:581723
26078	LOC594469	0.013335644	0.421128368	0.348	0.188	1	adenylate kinase isoenzyme 6	spu:594469
21819	LOC584322	0.007325775	0.420958513	0.478	0.287	1	cytoplasmic polyadenylation element-binding protein 2 isoform X2	spu:584322
20875	LOC582211	0.013145166	0.419473215	0.435	0.269	1	NA	NA
