LOC109621113 lcl|NC_047559.1_prot_XP_034319074.1_1
LOC105337760 lcl|NC_047564.1_prot_XP_034338772.1_31905
LOC105337760 lcl|NC_047564.1_prot_XP_034338774.1_31906
LOC105337759 lcl|NC_047564.1_prot_XP_034338775.1_31907
LOC105337758 lcl|NC_047564.1_prot_XP_011440938.2_31908
LOC105337758 lcl|NC_047564.1_prot_XP_034338776.1_31909
LOC105345603 lcl|NC_047564.1_prot_XP_034338778.1_31910
LOC105345603 lcl|NC_047564.1_prot_XP_034338777.1_31911
LOC105345604 lcl|NC_047564.1_prot_XP_011452095.2_31912
LOC105327457 lcl|NC_047564.1_prot_XP_034338779.1_31913
LOC105327457 lcl|NC_047564.1_prot_XP_011426249.2_31914
LOC105345605 lcl|NC_047564.1_prot_XP_034336049.1_31915
LOC105345638 lcl|NC_047564.1_prot_XP_019929775.2_31916
LOC105345608 lcl|NC_047564.1_prot_XP_011452103.1_31917
LOC105345608 lcl|NC_047564.1_prot_XP_011452102.3_31918
LOC105345609 lcl|NC_047564.1_prot_XP_011452105.2_31919
LOC105345610 lcl|NC_047564.1_prot_XP_011452107.2_31920
LOC117692410 lcl|NC_047564.1_prot_XP_034336050.1_31921
LOC105345639 lcl|NC_047564.1_prot_XP_034336051.1_31922
LOC117692411 lcl|NC_047564.1_prot_XP_034336052.1_31923
LOC117693009 lcl|NC_047564.1_prot_XP_034338782.1_31924
LOC105318244 lcl|NC_047564.1_prot_XP_011413535.2_31925
LOC105318247 lcl|NC_047564.1_prot_XP_034338783.1_31926
LOC105318247 lcl|NC_047564.1_prot_XP_034338784.1_31927
LOC105318247 lcl|NC_047564.1_prot_XP_034338785.1_31928
LOC105337881 lcl|NC_047564.1_prot_XP_011441114.2_31929
LOC105339425 lcl|NC_047564.1_prot_XP_011443270.2_31930
LOC105339426 lcl|NC_047564.1_prot_XP_034336165.1_31931
LOC105339426 lcl|NC_047564.1_prot_XP_034336164.1_31932
LOC105339427 lcl|NC_047564.1_prot_XP_019927421.2_31933
LOC105339427 lcl|NC_047564.1_prot_XP_034336166.1_31934
LOC105339427 lcl|NC_047564.1_prot_XP_034336167.1_31935
LOC105339427 lcl|NC_047564.1_prot_XP_011443273.2_31936
LOC105339503 lcl|NC_047564.1_prot_XP_011443375.2_31937
LOC105337772 lcl|NC_047564.1_prot_XP_034337796.1_31938
LOC105337772 lcl|NC_047564.1_prot_XP_034337797.1_31939
LOC105337751 lcl|NC_047564.1_prot_XP_011440924.2_31940
LOC105337751 lcl|NC_047564.1_prot_XP_011440925.2_31941
LOC105337750 lcl|NC_047564.1_prot_XP_034337799.1_31942
LOC105337749 lcl|NC_047564.1_prot_XP_011440921.2_31943
LOC105337749 lcl|NC_047564.1_prot_XP_034337800.1_31944
LOC105337748 lcl|NC_047564.1_prot_XP_011440920.2_31945
LOC117692813 lcl|NC_047564.1_prot_XP_034337801.1_31946
LOC105337746 lcl|NC_047564.1_prot_XP_011440919.2_31947
LOC105337745 lcl|NC_047564.1_prot_XP_019926776.2_31948
LOC105337745 lcl|NC_047564.1_prot_XP_034337802.1_31949
LOC105337745 lcl|NC_047564.1_prot_XP_019926774.2_31950
LOC105337745 lcl|NC_047564.1_prot_XP_034337803.1_31951
LOC105324175 lcl|NC_047564.1_prot_XP_011440915.2_31952
LOC105337743 lcl|NC_047564.1_prot_XP_034337804.1_31953
LOC105337743 lcl|NC_047564.1_prot_XP_011440914.2_31954
LOC105324175 lcl|NC_047564.1_prot_XP_034337805.1_31955
LOC105324175 lcl|NC_047564.1_prot_XP_034337806.1_31956
LOC105324175 lcl|NC_047564.1_prot_XP_019921051.2_31957
LOC105331790 lcl|NC_047564.1_prot_XP_011432425.1_31958
LOC105331789 lcl|NC_047564.1_prot_XP_011432424.2_31959
LOC105331789 lcl|NC_047564.1_prot_XP_011432423.2_31960
LOC105331789 lcl|NC_047564.1_prot_XP_019924267.2_31961
LOC105331800 lcl|NC_047564.1_prot_XP_034337807.1_31962
LOC105331800 lcl|NC_047564.1_prot_XP_034337808.1_31963
LOC105328626 lcl|NC_047564.1_prot_XP_011427879.2_31964
LOC105328626 lcl|NC_047564.1_prot_XP_011427878.2_31965
LOC105328627 lcl|NC_047564.1_prot_XP_034337810.1_31966
LOC105328629 lcl|NC_047564.1_prot_XP_034336053.1_31967
LOC105328630 lcl|NC_047564.1_prot_XP_034337811.1_31968
LOC105328630 lcl|NC_047564.1_prot_XP_019922922.1_31969
LOC105328630 lcl|NC_047564.1_prot_XP_034337815.1_31970
LOC105328630 lcl|NC_047564.1_prot_XP_034337812.1_31971
LOC105328630 lcl|NC_047564.1_prot_XP_034337816.1_31972
LOC105328630 lcl|NC_047564.1_prot_XP_034337817.1_31973
LOC105328630 lcl|NC_047564.1_prot_XP_034337819.1_31974
LOC105328630 lcl|NC_047564.1_prot_XP_034337813.1_31975
LOC105328630 lcl|NC_047564.1_prot_XP_034337814.1_31976
LOC105328630 lcl|NC_047564.1_prot_XP_034337818.1_31977
LOC105328630 lcl|NC_047564.1_prot_XP_034337820.1_31978
LOC105328631 lcl|NC_047564.1_prot_XP_011427889.2_31979
LOC105328632 lcl|NC_047564.1_prot_XP_011427890.2_31980
LOC105328689 lcl|NC_047564.1_prot_XP_011427973.2_31981
LOC117692815 lcl|NC_047564.1_prot_XP_034337821.1_31982
LOC105328690 lcl|NC_047564.1_prot_XP_011427974.2_31983
LOC105328634 lcl|NC_047564.1_prot_XP_034337822.1_31984
LOC105328691 lcl|NC_047564.1_prot_XP_034337829.1_31985
LOC105328635 lcl|NC_047564.1_prot_XP_011427893.2_31986
LOC105328638 lcl|NC_047564.1_prot_XP_011427903.1_31987
LOC105328637 lcl|NC_047564.1_prot_XP_034337823.1_31988
LOC105328637 lcl|NC_047564.1_prot_XP_011427899.2_31989
LOC105328637 lcl|NC_047564.1_prot_XP_011427897.2_31990
LOC105328637 lcl|NC_047564.1_prot_XP_011427896.2_31991
LOC105328637 lcl|NC_047564.1_prot_XP_011427895.2_31992
LOC105328637 lcl|NC_047564.1_prot_XP_034337827.1_31993
LOC105328637 lcl|NC_047564.1_prot_XP_034337825.1_31994
LOC105328637 lcl|NC_047564.1_prot_XP_011427900.2_31995
LOC105328637 lcl|NC_047564.1_prot_XP_011427902.2_31996
LOC105328637 lcl|NC_047564.1_prot_XP_034337828.1_31997
LOC105328637 lcl|NC_047564.1_prot_XP_034337826.1_31998
LOC105328637 lcl|NC_047564.1_prot_XP_034337824.1_31999
LOC105328637 lcl|NC_047564.1_prot_XP_011427901.2_32000
LOC105347917 lcl|NC_047564.1_prot_XP_011455470.2_32001
LOC105328639 lcl|NC_047564.1_prot_XP_011427904.2_32002
LOC105328640 lcl|NC_047564.1_prot_XP_034337836.1_32003
LOC105328640 lcl|NC_047564.1_prot_XP_034337837.1_32004
LOC105328642 lcl|NC_047564.1_prot_XP_011427908.2_32005
LOC105328642 lcl|NC_047564.1_prot_XP_034337833.1_32006
LOC105328642 lcl|NC_047564.1_prot_XP_034337834.1_32007
LOC105328642 lcl|NC_047564.1_prot_XP_034337835.1_32008
LOC105328642 lcl|NC_047564.1_prot_XP_034337831.1_32009
LOC105328642 lcl|NC_047564.1_prot_XP_034337832.1_32010
LOC105328642 lcl|NC_047564.1_prot_XP_034337830.1_32011
LOC105328645 lcl|NC_047564.1_prot_XP_011427916.2_32012
LOC105328646 lcl|NC_047564.1_prot_XP_034337838.1_32013
LOC105328647 lcl|NC_047564.1_prot_XP_011427918.2_32014
LOC105328648 lcl|NC_047564.1_prot_XP_019922932.1_32015
LOC105328648 lcl|NC_047564.1_prot_XP_011427919.1_32016
LOC105328648 lcl|NC_047564.1_prot_XP_034337839.1_32017
LOC105328651 lcl|NC_047564.1_prot_XP_011427920.2_32018
LOC105328652 lcl|NC_047564.1_prot_XP_011427921.2_32019
LOC105328652 lcl|NC_047564.1_prot_XP_034337840.1_32020
LOC105328652 lcl|NC_047564.1_prot_XP_011427922.2_32021
LOC105328653 lcl|NC_047564.1_prot_XP_011427924.2_32022
LOC105328654 lcl|NC_047564.1_prot_XP_011427925.2_32023
LOC105328655 lcl|NC_047564.1_prot_XP_011427926.1_32024
LOC105328656 lcl|NC_047564.1_prot_XP_011427927.2_32025
LOC105328656 lcl|NC_047564.1_prot_XP_011427928.2_32026
LOC105328656 lcl|NC_047564.1_prot_XP_034337842.1_32027
LOC105328657 lcl|NC_047564.1_prot_XP_011427931.1_32028
LOC105328659 lcl|NC_047564.1_prot_XP_034337844.1_32029
LOC105328660 lcl|NC_047564.1_prot_XP_011427933.2_32030
LOC105328662 lcl|NC_047564.1_prot_XP_011427938.2_32031
LOC105328661 lcl|NC_047564.1_prot_XP_011427935.2_32032
LOC105328661 lcl|NC_047564.1_prot_XP_011427937.2_32033
LOC105328661 lcl|NC_047564.1_prot_XP_011427934.2_32034
LOC105328664 lcl|NC_047564.1_prot_XP_011427939.2_32035
LOC105328665 lcl|NC_047564.1_prot_XP_011427940.1_32036
LOC105328666 lcl|NC_047564.1_prot_XP_019922934.2_32037
LOC105328667 lcl|NC_047564.1_prot_XP_019922935.2_32038
LOC105328667 lcl|NC_047564.1_prot_XP_019922936.2_32039
LOC105328667 lcl|NC_047564.1_prot_XP_034337846.1_32040
LOC105328667 lcl|NC_047564.1_prot_XP_034337847.1_32041
LOC105328667 lcl|NC_047564.1_prot_XP_019922937.2_32042
LOC105328670 lcl|NC_047564.1_prot_XP_011427945.2_32043
LOC105328670 lcl|NC_047564.1_prot_XP_019922939.2_32044
LOC105328670 lcl|NC_047564.1_prot_XP_011427944.2_32045
LOC105328669 lcl|NC_047564.1_prot_XP_011427942.2_32046
LOC105328671 lcl|NC_047564.1_prot_XP_011427947.2_32047
LOC105328671 lcl|NC_047564.1_prot_XP_034337848.1_32048
LOC105328672 lcl|NC_047564.1_prot_XP_011427948.2_32049
LOC105328673 lcl|NC_047564.1_prot_XP_034336054.1_32050
LOC105328674 lcl|NC_047564.1_prot_XP_034338503.1_32051
LOC105328674 lcl|NC_047564.1_prot_XP_034338504.1_32052
LOC105328674 lcl|NC_047564.1_prot_XP_011427951.1_32053
LOC105328674 lcl|NC_047564.1_prot_XP_011427950.1_32054
LOC105328674 lcl|NC_047564.1_prot_XP_011427954.1_32055
LOC105328674 lcl|NC_047564.1_prot_XP_011427952.1_32056
LOC105328674 lcl|NC_047564.1_prot_XP_011427953.1_32057
LOC105328674 lcl|NC_047564.1_prot_XP_034338505.1_32058
LOC105328676 lcl|NC_047564.1_prot_XP_011427955.2_32059
LOC105328695 lcl|NC_047564.1_prot_XP_034338506.1_32060
LOC117692957 lcl|NC_047564.1_prot_XP_034338507.1_32061
LOC105328677 lcl|NC_047564.1_prot_XP_011427956.2_32062
LOC105328696 lcl|NC_047564.1_prot_XP_034338511.1_32063
LOC105328679 lcl|NC_047564.1_prot_XP_019922940.2_32064
LOC105328679 lcl|NC_047564.1_prot_XP_011427960.2_32065
LOC105328679 lcl|NC_047564.1_prot_XP_034338508.1_32066
LOC105328679 lcl|NC_047564.1_prot_XP_034338509.1_32067
LOC105328678 lcl|NC_047564.1_prot_XP_011427957.1_32068
LOC105328678 lcl|NC_047564.1_prot_XP_011427959.1_32069
LOC105328680 lcl|NC_047564.1_prot_XP_011427961.2_32070
LOC105328681 lcl|NC_047564.1_prot_XP_034338512.1_32071
LOC105328682 lcl|NC_047564.1_prot_XP_034338513.1_32072
LOC105328683 lcl|NC_047564.1_prot_XP_011427965.2_32073
LOC105328683 lcl|NC_047564.1_prot_XP_019922941.2_32074
LOC105328685 lcl|NC_047564.1_prot_XP_011427968.2_32075
LOC117692412 lcl|NC_047564.1_prot_XP_034336055.1_32076
LOC105318643 lcl|NC_047564.1_prot_XP_011414164.3_32077
LOC105318645 lcl|NC_047564.1_prot_XP_011414165.2_32078
LOC105318645 lcl|NC_047564.1_prot_XP_011414166.2_32079
LOC105318647 lcl|NC_047564.1_prot_XP_034338515.1_32080
LOC105318647 lcl|NC_047564.1_prot_XP_034338516.1_32081
LOC105318648 lcl|NC_047564.1_prot_XP_011414169.1_32082
LOC105318649 lcl|NC_047564.1_prot_XP_011414171.2_32083
LOC105318649 lcl|NC_047564.1_prot_XP_019919035.2_32084
LOC105318650 lcl|NC_047564.1_prot_XP_011414172.1_32085
LOC105318652 lcl|NC_047564.1_prot_XP_011414174.2_32086
LOC105318652 lcl|NC_047564.1_prot_XP_011414173.2_32087
LOC105318653 lcl|NC_047564.1_prot_XP_034338518.1_32088
LOC105318654 lcl|NC_047564.1_prot_XP_034338517.1_32089
LOC105318654 lcl|NC_047564.1_prot_XP_011414176.2_32090
LOC105318656 lcl|NC_047564.1_prot_XP_011414179.2_32091
LOC105318656 lcl|NC_047564.1_prot_XP_034338520.1_32092
LOC105318656 lcl|NC_047564.1_prot_XP_011414177.2_32093
LOC105318656 lcl|NC_047564.1_prot_XP_019919027.2_32094
LOC105318656 lcl|NC_047564.1_prot_XP_034338519.1_32095
LOC105318656 lcl|NC_047564.1_prot_XP_011414178.2_32096
LOC105318658 lcl|NC_047564.1_prot_XP_019919021.2_32097
LOC105318659 lcl|NC_047564.1_prot_XP_034338521.1_32098
LOC105318660 lcl|NC_047564.1_prot_XP_034338522.1_32099
LOC105318686 lcl|NC_047564.1_prot_XP_034338526.1_32100
LOC105318660 lcl|NC_047564.1_prot_XP_034338523.1_32101
LOC105318686 lcl|NC_047564.1_prot_XP_034338525.1_32102
LOC105318686 lcl|NC_047564.1_prot_XP_034338524.1_32103
LOC105318687 lcl|NC_047564.1_prot_XP_011414220.2_32104
LOC105318662 lcl|NC_047564.1_prot_XP_011414185.2_32105
LOC117692961 lcl|NC_047564.1_prot_XP_034338530.1_32106
LOC117692961 lcl|NC_047564.1_prot_XP_034338529.1_32107
LOC117692960 lcl|NC_047564.1_prot_XP_034338527.1_32108
LOC117692960 lcl|NC_047564.1_prot_XP_034338528.1_32109
LOC105318688 lcl|NC_047564.1_prot_XP_034338531.1_32110
LOC105318664 lcl|NC_047564.1_prot_XP_011414186.1_32111
LOC105318665 lcl|NC_047564.1_prot_XP_011414188.1_32112
LOC105318666 lcl|NC_047564.1_prot_XP_011414194.2_32113
LOC105318666 lcl|NC_047564.1_prot_XP_011414192.2_32114
LOC105318666 lcl|NC_047564.1_prot_XP_011414193.2_32115
LOC105318666 lcl|NC_047564.1_prot_XP_011414190.2_32116
LOC105318666 lcl|NC_047564.1_prot_XP_034338533.1_32117
LOC105318666 lcl|NC_047564.1_prot_XP_034338532.1_32118
LOC105318666 lcl|NC_047564.1_prot_XP_011414191.2_32119
LOC105318667 lcl|NC_047564.1_prot_XP_011414195.1_32120
LOC105318668 lcl|NC_047564.1_prot_XP_011414196.2_32121
LOC105318668 lcl|NC_047564.1_prot_XP_011414197.2_32122
LOC105318669 lcl|NC_047564.1_prot_XP_011414198.2_32123
LOC105318670 lcl|NC_047564.1_prot_XP_011414200.2_32124
LOC105318672 lcl|NC_047564.1_prot_XP_034338534.1_32125
LOC105318672 lcl|NC_047564.1_prot_XP_034338535.1_32126
LOC105318673 lcl|NC_047564.1_prot_XP_011414204.2_32127
LOC105318674 lcl|NC_047564.1_prot_XP_011414205.2_32128
LOC105318675 lcl|NC_047564.1_prot_XP_011414206.2_32129
LOC105318677 lcl|NC_047564.1_prot_XP_034338536.1_32130
LOC105318677 lcl|NC_047564.1_prot_XP_034338537.1_32131
LOC105318678 lcl|NC_047564.1_prot_XP_011414208.2_32132
LOC105318689 lcl|NC_047564.1_prot_XP_019919029.2_32133
LOC105318679 lcl|NC_047564.1_prot_XP_011414210.2_32134
LOC105318680 lcl|NC_047564.1_prot_XP_011414211.2_32135
LOC105318681 lcl|NC_047564.1_prot_XP_011414212.2_32136
LOC105317516 lcl|NC_047564.1_prot_XP_034338540.1_32137
LOC105317516 lcl|NC_047564.1_prot_XP_034338539.1_32138
LOC105317516 lcl|NC_047564.1_prot_XP_034338538.1_32139
LOC105317467 lcl|NC_047564.1_prot_XP_011412408.2_32140
LOC105317467 lcl|NC_047564.1_prot_XP_011412409.2_32141
LOC105317468 lcl|NC_047564.1_prot_XP_019918436.1_32142
LOC109617283 lcl|NC_047564.1_prot_XP_034338541.1_32143
LOC105317469 lcl|NC_047564.1_prot_XP_011412413.2_32144
LOC105317517 lcl|NC_047564.1_prot_XP_011412475.3_32145
LOC105317470 lcl|NC_047564.1_prot_XP_011412414.2_32146
LOC105317471 lcl|NC_047564.1_prot_XP_011412415.2_32147
LOC105317471 lcl|NC_047564.1_prot_XP_011412416.2_32148
LOC105317471 lcl|NC_047564.1_prot_XP_011412417.2_32149
LOC105317472 lcl|NC_047564.1_prot_XP_011412419.2_32150
LOC105317472 lcl|NC_047564.1_prot_XP_034338542.1_32151
LOC105317472 lcl|NC_047564.1_prot_XP_011412418.2_32152
LOC105317472 lcl|NC_047564.1_prot_XP_011412420.2_32153
LOC105317472 lcl|NC_047564.1_prot_XP_019918444.2_32154
LOC117692962 lcl|NC_047564.1_prot_XP_034338543.1_32155
LOC105317520 lcl|NC_047564.1_prot_XP_034338544.1_32156
LOC105317520 lcl|NC_047564.1_prot_XP_019918432.2_32157
LOC105317520 lcl|NC_047564.1_prot_XP_011412477.3_32158
LOC109617277 lcl|NC_047564.1_prot_XP_019918433.2_32159
LOC105317521 lcl|NC_047564.1_prot_XP_034338545.1_32160
LOC105317475 lcl|NC_047564.1_prot_XP_011412422.2_32161
LOC105317522 lcl|NC_047564.1_prot_XP_011412479.3_32162
LOC105317478 lcl|NC_047564.1_prot_XP_011412426.1_32163
LOC105317477 lcl|NC_047564.1_prot_XP_034338304.1_32164
LOC105317479 lcl|NC_047564.1_prot_XP_034338301.1_32165
LOC105317479 lcl|NC_047564.1_prot_XP_011412428.2_32166
LOC105317479 lcl|NC_047564.1_prot_XP_034338302.1_32167
LOC105317479 lcl|NC_047564.1_prot_XP_011412429.2_32168
LOC105317480 lcl|NC_047564.1_prot_XP_011412430.2_32169
LOC105317482 lcl|NC_047564.1_prot_XP_011412431.2_32170
LOC105317482 lcl|NC_047564.1_prot_XP_019918454.2_32171
LOC117692912 lcl|NC_047564.1_prot_XP_034338305.1_32172
LOC105326469 lcl|NC_047564.1_prot_XP_034338306.1_32173
LOC105326469 lcl|NC_047564.1_prot_XP_034338307.1_32174
LOC105326469 lcl|NC_047564.1_prot_XP_034338308.1_32175
LOC105326981 lcl|NC_047564.1_prot_XP_011425541.2_32176
LOC105326981 lcl|NC_047564.1_prot_XP_011425542.2_32177
LOC105326981 lcl|NC_047564.1_prot_XP_019922241.2_32178
LOC105319605 lcl|NC_047564.1_prot_XP_011415504.2_32179
LOC105319604 lcl|NC_047564.1_prot_XP_034338309.1_32180
LOC105319604 lcl|NC_047564.1_prot_XP_011415501.2_32181
LOC105319604 lcl|NC_047564.1_prot_XP_011415503.2_32182
LOC105319603 lcl|NC_047564.1_prot_XP_011415500.2_32183
LOC105319602 lcl|NC_047564.1_prot_XP_011415499.2_32184
LOC105319602 lcl|NC_047564.1_prot_XP_034338310.1_32185
LOC105319599 lcl|NC_047564.1_prot_XP_034338311.1_32186
LOC105319597 lcl|NC_047564.1_prot_NP_001295827.1_32187
LOC105319596 lcl|NC_047564.1_prot_XP_034338313.1_32188
LOC109619034 lcl|NC_047564.1_prot_XP_034338312.1_32189
LOC105319595 lcl|NC_047564.1_prot_XP_034336056.1_32190
LOC105343648 lcl|NC_047564.1_prot_XP_034338315.1_32191
LOC117692914 lcl|NC_047564.1_prot_XP_034338314.1_32192
LOC105324348 lcl|NC_047564.1_prot_XP_034338317.1_32193
LOC105324348 lcl|NC_047564.1_prot_XP_034338316.1_32194
LOC105324348 lcl|NC_047564.1_prot_XP_034338320.1_32195
LOC105324348 lcl|NC_047564.1_prot_XP_034338319.1_32196
LOC105324349 lcl|NC_047564.1_prot_XP_034338321.1_32197
LOC105324349 lcl|NC_047564.1_prot_XP_034338322.1_32198
LOC105340484 lcl|NC_047564.1_prot_XP_011444847.2_32199
LOC105340484 lcl|NC_047564.1_prot_XP_011444864.2_32200
LOC105340467 lcl|NC_047564.1_prot_XP_011444818.2_32201
LOC105340467 lcl|NC_047564.1_prot_XP_034338323.1_32202
LOC105340467 lcl|NC_047564.1_prot_XP_011444825.2_32203
LOC105340426 lcl|NC_047564.1_prot_XP_011444765.2_32204
LOC105340434 lcl|NC_047564.1_prot_XP_034338327.1_32205
LOC105340434 lcl|NC_047564.1_prot_XP_011444777.1_32206
LOC105340434 lcl|NC_047564.1_prot_XP_011444800.1_32207
LOC105340434 lcl|NC_047564.1_prot_XP_011444784.1_32208
LOC105340434 lcl|NC_047564.1_prot_XP_011444791.1_32209
LOC105340434 lcl|NC_047564.1_prot_XP_011444808.1_32210
LOC105340403 lcl|NC_047564.1_prot_XP_034338325.1_32211
LOC105340403 lcl|NC_047564.1_prot_XP_034338326.1_32212
LOC105340383 lcl|NC_047564.1_prot_XP_011444711.2_32213
LOC105340376 lcl|NC_047564.1_prot_XP_034338329.1_32214
LOC105340376 lcl|NC_047564.1_prot_XP_034338330.1_32215
LOC105340365 lcl|NC_047564.1_prot_XP_034338332.1_32216
LOC105340365 lcl|NC_047564.1_prot_XP_034338331.1_32217
LOC105340365 lcl|NC_047564.1_prot_XP_034338333.1_32218
LOC105340365 lcl|NC_047564.1_prot_XP_034338334.1_32219
LOC105340347 lcl|NC_047564.1_prot_XP_011444667.2_32220
LOC105340347 lcl|NC_047564.1_prot_XP_034338335.1_32221
LOC105340347 lcl|NC_047564.1_prot_XP_034338336.1_32222
LOC105340347 lcl|NC_047564.1_prot_XP_034338337.1_32223
LOC105340331 lcl|NC_047564.1_prot_XP_019927747.1_32224
LOC105345747 lcl|NC_047564.1_prot_XP_034338338.1_32225
LOC117692916 lcl|NC_047564.1_prot_XP_034338340.1_32226
LOC117692916 lcl|NC_047564.1_prot_XP_034338342.1_32227
LOC117692916 lcl|NC_047564.1_prot_XP_034338343.1_32228
LOC117692916 lcl|NC_047564.1_prot_XP_034338341.1_32229
LOC105324030 lcl|NC_047564.1_prot_XP_034338344.1_32230
LOC105324030 lcl|NC_047564.1_prot_XP_034338345.1_32231
LOC105324030 lcl|NC_047564.1_prot_XP_034338355.1_32232
LOC105324030 lcl|NC_047564.1_prot_XP_034338356.1_32233
LOC105324030 lcl|NC_047564.1_prot_XP_034338351.1_32234
LOC105324030 lcl|NC_047564.1_prot_XP_034338360.1_32235
LOC105324030 lcl|NC_047564.1_prot_XP_034338357.1_32236
LOC105324030 lcl|NC_047564.1_prot_XP_034338353.1_32237
LOC105324030 lcl|NC_047564.1_prot_XP_034338354.1_32238
LOC105324030 lcl|NC_047564.1_prot_XP_034338352.1_32239
LOC105324030 lcl|NC_047564.1_prot_XP_034338350.1_32240
LOC105324030 lcl|NC_047564.1_prot_XP_034338358.1_32241
LOC105324030 lcl|NC_047564.1_prot_XP_034338346.1_32242
LOC105324030 lcl|NC_047564.1_prot_XP_034338347.1_32243
LOC105324030 lcl|NC_047564.1_prot_XP_034338349.1_32244
LOC105345165 lcl|NC_047564.1_prot_XP_034338362.1_32245
LOC117692918 lcl|NC_047564.1_prot_XP_034338361.1_32246
LOC105332413 lcl|NC_047564.1_prot_XP_034336057.1_32247
LOC117692414 lcl|NC_047564.1_prot_XP_034336058.1_32248
LOC105334009 lcl|NC_047564.1_prot_XP_034338363.1_32249
LOC117692920 lcl|NC_047564.1_prot_XP_034338364.1_32250
LOC105319092 lcl|NC_047564.1_prot_XP_034338366.1_32251
LOC105319092 lcl|NC_047564.1_prot_XP_034338365.1_32252
LOC117692921 lcl|NC_047564.1_prot_XP_034338367.1_32253
LOC117692922 lcl|NC_047564.1_prot_XP_034338368.1_32254
LOC117692922 lcl|NC_047564.1_prot_XP_034338369.1_32255
LOC105331446 lcl|NC_047564.1_prot_XP_034338370.1_32256
LOC105331446 lcl|NC_047564.1_prot_XP_034338371.1_32257
LOC105331446 lcl|NC_047564.1_prot_XP_034338372.1_32258
LOC105331446 lcl|NC_047564.1_prot_XP_034338374.1_32259
LOC105331446 lcl|NC_047564.1_prot_XP_034338377.1_32260
LOC105331446 lcl|NC_047564.1_prot_XP_034338375.1_32261
LOC105331446 lcl|NC_047564.1_prot_XP_034338373.1_32262
LOC105331446 lcl|NC_047564.1_prot_XP_034338376.1_32263
LOC105331446 lcl|NC_047564.1_prot_XP_034338379.1_32264
LOC105331446 lcl|NC_047564.1_prot_XP_034338378.1_32265
LOC105330289 lcl|NC_047564.1_prot_XP_034299381.1_32266
LOC105330289 lcl|NC_047564.1_prot_XP_034299382.1_32267
LOC117692740 lcl|NC_047564.1_prot_XP_034337482.1_32268
LOC105334409 lcl|NC_047564.1_prot_XP_034337792.1_32269
LOC105347658 lcl|NC_047564.1_prot_XP_034337604.1_32270
LOC105347658 lcl|NC_047564.1_prot_XP_034337603.1_32271
LOC105347658 lcl|NC_047564.1_prot_XP_034337605.1_32272
LOC105347662 lcl|NC_047564.1_prot_XP_011455124.1_32273
LOC105347659 lcl|NC_047564.1_prot_XP_034337606.1_32274
LOC117692758 lcl|NC_047564.1_prot_XP_034337607.1_32275
LOC117692760 lcl|NC_047564.1_prot_XP_034337609.1_32276
LOC117692759 lcl|NC_047564.1_prot_XP_034337608.1_32277
LOC105337710 lcl|NC_047564.1_prot_XP_011440874.2_32278
LOC105337710 lcl|NC_047564.1_prot_XP_019926765.2_32279
LOC105330318 lcl|NC_047564.1_prot_XP_011430237.1_32280
LOC117692761 lcl|NC_047564.1_prot_XP_034337610.1_32281
LOC117692761 lcl|NC_047564.1_prot_XP_034337611.1_32282
LOC105330533 lcl|NC_047564.1_prot_XP_034337612.1_32283
LOC105324846 lcl|NC_047564.1_prot_XP_034337613.1_32284
LOC105324846 lcl|NC_047564.1_prot_XP_034337614.1_32285
LOC105333771 lcl|NC_047564.1_prot_XP_034337616.1_32286
LOC105333771 lcl|NC_047564.1_prot_XP_034337615.1_32287
LOC105324844 lcl|NC_047564.1_prot_XP_011422352.1_32288
LOC105322894 lcl|NC_047564.1_prot_XP_011420099.1_32289
LOC105322894 lcl|NC_047564.1_prot_XP_011420100.1_32290
LOC105322894 lcl|NC_047564.1_prot_XP_011420101.1_32291
LOC105322893 lcl|NC_047564.1_prot_XP_034337617.1_32292
LOC105322892 lcl|NC_047564.1_prot_XP_034337618.1_32293
LOC117692765 lcl|NC_047564.1_prot_XP_034337620.1_32294
LOC105330432 lcl|NC_047564.1_prot_XP_011430408.2_32295
LOC105322891 lcl|NC_047564.1_prot_XP_011420096.2_32296
LOC105322891 lcl|NC_047564.1_prot_XP_011420095.2_32297
LOC117692766 lcl|NC_047564.1_prot_XP_034337621.1_32298
LOC105345343 lcl|NC_047564.1_prot_XP_034337622.1_32299
LOC105345343 lcl|NC_047564.1_prot_XP_034337623.1_32300
LOC105345343 lcl|NC_047564.1_prot_XP_034337626.1_32301
LOC105345343 lcl|NC_047564.1_prot_XP_034337624.1_32302
LOC105345342 lcl|NC_047564.1_prot_XP_011451769.2_32303
LOC105345294 lcl|NC_047564.1_prot_XP_034337627.1_32304
LOC105345294 lcl|NC_047564.1_prot_XP_011451702.2_32305
LOC105345294 lcl|NC_047564.1_prot_XP_034337628.1_32306
LOC105345293 lcl|NC_047564.1_prot_XP_019929703.1_32307
LOC105345293 lcl|NC_047564.1_prot_XP_034337629.1_32308
LOC105345293 lcl|NC_047564.1_prot_XP_011451699.1_32309
LOC105345292 lcl|NC_047564.1_prot_XP_011451698.1_32310
LOC105345291 lcl|NC_047564.1_prot_XP_011451697.2_32311
LOC105345288 lcl|NC_047564.1_prot_XP_019929688.2_32312
LOC105345288 lcl|NC_047564.1_prot_XP_019929687.2_32313
LOC105345289 lcl|NC_047564.1_prot_XP_011451694.2_32314
